,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_benefitsSuspension,Correct_medicareReview,percentCorrect
15,2022-07-25 21:33:00,7/25/2022 21:37,IP Address,100,254,True,7/25/2022 21:37,R_27HcVqphhh48FNW,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Once a year,,arm1_control,610af9910c4d079d84e855f4,610af9910c4d079d84e855f4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:37,7/25/2022 21:39,IP Address,100,76,True,7/25/2022 21:39,R_3PLlo46E5Q33PPc,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Hispanic,Some college but no degree,20.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/25/2022 21:43,7/25/2022 21:45,IP Address,100.0,88.0,True,7/25/2022 21:45,R_3NJ8hScgm2aFqq0,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,4,3.0,0.0,Keep,False,False,24,False,70,H,E,13.0,20.0,0,400.0,4.248495242049359,7,4.3,2.25,2,1.3333333333333333,7,1,2,3,4,2,4,1,0,4,3,1,1,2,2,4,6,0,True,False,True,True,True,True,True,False,True,False,70.0
16,2022-07-25 21:34:00,7/25/2022 21:38,IP Address,100,244,True,7/25/2022 21:38,R_2eXyQyQBu7S5OB4,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,384x854,Quite a lot,Basically content,Just about always,Government should do more to solve problems.,Agree,Slightly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Once a week,,arm4_interactive,5e5023405c27990580d81c72,5e5023405c27990580d81c72,4,0,Real,,,Real,,,Scam,,,Real,Click,,Real,Click,,Scam,,,Real,,Details,Real,,,True,True,7/25/2022 21:43,7/25/2022 21:44,IP Address,100,48,True,7/25/2022 21:44,R_1lB7VFytmEmpdrf,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,61.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/25/2022 21:47,7/25/2022 21:48,IP Address,100.0,68.0,True,7/25/2022 21:48,R_2rwrTy5HRjuoPOK,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,2,2.0,0.0,Keep,False,False,24,False,30,W,R,16.0,61.0,1,3721.0,3.4011973816621555,13,6.1,5.0,5,1.0,8,2,0,5,3,3,3,2,0,5,3,1,2,2,1,7,3,0,True,True,True,True,True,False,False,True,True,True,80.0
18,2022-07-25 21:34:00,7/25/2022 21:39,IP Address,100,309,True,7/25/2022 21:39,R_1FOCvTctbjSAyWJ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm4_interactive,6013771e88f6992532013e14,6013771e88f6992532013e14,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/25/2022 21:47,7/25/2022 21:48,IP Address,100,49,True,7/25/2022 21:48,R_3fSLToY807tG4E5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,48.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 21:55,7/25/2022 21:57,IP Address,100.0,136.0,True,7/25/2022 21:57,R_CdbJfH9uM6nymY1,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,2,4.0,0.0,Keep,False,False,24,False,125,W,E,18.0,48.0,1,2304.0,4.8283137373023015,9,4.3,3.25,A few times a year,1.3333333333333333,8,1,1,4,4,4,3,1,0,5,3,2,2,2,1,5,5,0,True,True,True,True,True,False,True,True,True,False,80.0
17,2022-07-25 21:36:00,7/25/2022 21:39,IP Address,100,157,True,7/25/2022 21:39,R_3hrQ5m59Yc6Vejj,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1440x960,Quite a lot,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,A few times a week / Daily,,arm1_control,62df54d52a9e3743753d27db,62df54d52a9e3743753d27db,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:39,7/25/2022 21:40,IP Address,100,53,True,7/25/2022 21:40,R_us93BRuIvZl4JLr,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,39.0,Male,True,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/25/2022 21:41,7/25/2022 21:42,IP Address,100.0,70.0,True,7/25/2022 21:42,R_1oHDumLlCi8OdkR,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,3,2.0,0.0,Keep,False,False,24,False,175,W,E,16.0,39.0,0,1521.0,5.1647859739235145,11,3.6,5.75,A few times a week / Daily,1.0,7,0,3,2,5,3,3,1,0,3,4,1,2,1,2,2,8,0,True,True,False,True,True,True,True,False,True,False,70.0
22,2022-07-25 21:38:00,7/25/2022 21:42,IP Address,100,210,True,7/25/2022 21:42,R_1E3P6FtzeygLca5,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Once a week,,arm1_control,6086f32713011a558998c7aa,6086f32713011a558998c7aa,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:42,7/25/2022 21:43,IP Address,100,52,True,7/25/2022 21:43,R_3kIiaD0Yx0R1jXt,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,37.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 21:49,7/25/2022 21:50,IP Address,100.0,67.0,True,7/25/2022 21:50,R_OPCfY7NjDvm25QB,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,2,2.0,0.0,Keep,False,False,24,False,90,W,U,16.0,37.0,1,1369.0,4.499809670330265,7,4.7,3.375,5,1.3333333333333333,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,False,True,True,False,80.0
19,2022-07-25 21:38:00,7/25/2022 21:41,IP Address,100,133,True,7/25/2022 21:41,R_Dv4t2uJMi515fDb,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 10,360x740,Very little,Angry,Never,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Once a month,,arm1_control,61115c76a6032b5860f19bc5,61115c76a6032b5860f19bc5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:41,7/25/2022 21:41,IP Address,100,48,True,7/25/2022 21:41,R_1LBZtQjuzhaJgy0,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,29.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/25/2022 21:43,7/25/2022 21:44,IP Address,100.0,45.0,True,7/25/2022 21:44,R_3yN88UyiaXpimBj,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,2,0.0,0.0,Keep,False,False,24,False,70,W,U,13.0,29.0,1,841.0,4.248495242049359,6,5.5,3.25,4,1.3333333333333333,5,3,2,3,2,2,2,1,0,2,3,0,2,1,1,6,4,0,True,True,True,False,True,False,False,False,True,False,50.0
28,2022-07-25 21:44:00,7/25/2022 21:47,IP Address,100,167,True,7/25/2022 21:47,R_1LuSlrDSKFGtuYz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm1_control,6065f4e7a94da95672a23bc0,6065f4e7a94da95672a23bc0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:47,7/25/2022 21:48,IP Address,100,45,True,7/25/2022 21:48,R_8Cj9oanigieEeRj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,Bachelor degree,31.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 21:50,7/25/2022 21:51,IP Address,100.0,53.0,True,7/25/2022 21:51,R_1FrfhZ2rU4eHYdh,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,2,1.0,0.0,Keep,False,False,24,False,125,A,E,16.0,31.0,0,961.0,4.8283137373023015,7,2.9,2.75,4,2.6666666666666665,8,1,1,4,4,4,3,1,0,5,3,2,2,2,1,5,5,0,True,True,True,True,True,False,True,True,True,False,80.0
29,2022-07-25 21:44:00,7/25/2022 21:47,IP Address,100,179,True,7/25/2022 21:47,R_3Jxbprc1DMxJlCC,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm4_interactive,60fe01c08d0d9c3d132ccd66,60fe01c08d0d9c3d132ccd66,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/25/2022 21:52,7/25/2022 21:53,IP Address,100,67,True,7/25/2022 21:53,R_1IRX5DiUCriaaaP,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,26.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/25/2022 21:58,7/25/2022 22:00,IP Address,100.0,147.0,True,7/25/2022 22:00,R_eJrd7USjquTQXLz,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,3,4.0,0.0,Keep,False,False,24,False,90,W,U,16.0,26.0,1,676.0,4.499809670330265,7,3.4,4.5,5,1.3333333333333333,10,0,0,5,5,4,4,2,0,6,4,2,2,2,2,5,5,0,True,True,True,True,True,True,True,True,True,True,100.0
30,2022-07-25 21:44:00,7/25/2022 21:47,IP Address,100,201,True,7/25/2022 21:47,R_2Xb2GwnTWE3vmjy,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1280x800,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Once a week,,arm1_control,610842d3e4ba6eb0276f4a89,610842d3e4ba6eb0276f4a89,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:47,7/25/2022 21:48,IP Address,100,41,True,7/25/2022 21:48,R_24cjSDRgbYjuLIK,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,47.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/25/2022 21:52,7/25/2022 21:53,IP Address,100.0,68.0,True,7/25/2022 21:53,R_3QLZFqjXdJ4ZwCf,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,35,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,True,2,1,2.0,0.0,Keep,False,False,24,False,175,W,U,18.0,47.0,1,2209.0,5.1647859739235145,7,,4.25,5,1.6666666666666667,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,False,True,True,False,80.0
43,2022-07-25 21:45:00,7/25/2022 21:54,IP Address,100,574,True,7/25/2022 21:54,R_28V3HueBQQFHQzk,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.114,Android 11,601x1007,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a year,,arm4_interactive,62cc130ac42857aa138f3eb5,62cc130ac42857aa138f3eb5,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/25/2022 21:58,7/25/2022 22:04,IP Address,100,335,True,7/25/2022 22:04,R_1q9yE2niqwDxclK,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,34.0,Male,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 22:08,7/25/2022 22:10,IP Address,100.0,133.0,True,7/25/2022 22:10,R_31pmeaP4n3TNFDf,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False,30,W,U,13.0,34.0,0,1156.0,3.4011973816621555,11,5.2,3.0,A few times a year,1.0,7,2,1,4,3,3,3,1,0,3,4,1,2,1,2,6,4,0,True,True,True,False,True,True,False,True,True,False,70.0
31,2022-07-25 21:45:00,7/25/2022 21:48,IP Address,100,185,True,7/25/2022 21:48,R_5vdGmy8yOSl8iGZ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Agree,Disagree,Once a week,,arm4_interactive,5f5a5916d66aea0e98ed1554,5f5a5916d66aea0e98ed1554,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/25/2022 21:52,7/25/2022 21:53,IP Address,100,37,True,7/25/2022 21:53,R_1mQpOyH2AD7F9Mn,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,33.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/25/2022 21:56,7/25/2022 21:57,IP Address,100.0,55.0,True,7/25/2022 21:57,R_6yheVSHfVhvo2vD,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,Yes,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,1,1.0,0.0,Keep,False,False,24,False,60,W,E,14.0,33.0,1,1089.0,4.0943445622221,7,3.9,4.875,5,3.0,9,0,1,4,5,4,4,1,0,5,4,2,2,2,2,4,6,0,True,True,True,True,True,True,True,True,True,False,90.0
33,2022-07-25 21:46:00,7/25/2022 21:51,IP Address,100,287,True,7/25/2022 21:51,R_3HOfJZ5SM1ocMY4,,,,,anonymous,EN,,Yes,,Chrome,99.0.4844.83,Macintosh,1440x900,None at all,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Strongly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Disagree,Disagree,Slightly Agree,Disagree,Once a week,,arm1_control,61391819008bac9fbe7dacb9,61391819008bac9fbe7dacb9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:51,7/25/2022 21:52,IP Address,100,57,True,7/25/2022 21:52,R_2BkDazkrLROPVRM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29.0,Female,True,Real,,,Real,Click,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/25/2022 21:58,7/25/2022 22:00,IP Address,100.0,130.0,True,7/25/2022 22:00,R_Ui5F4lYVtZLSoUN,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,400,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,True,3,3,4.0,0.0,Keep,False,False,24,False,60,W,E,18.0,29.0,1,841.0,4.0943445622221,5,3.7,3.75,5,2.0,7,2,1,4,3,2,4,1,0,4,3,1,1,2,2,6,4,0,True,False,True,True,True,True,False,True,True,False,70.0
32,2022-07-25 21:47:00,7/25/2022 21:51,IP Address,100,254,True,7/25/2022 21:51,R_ALJ9mLzXJwmkejL,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,A few times a year,,arm1_control,5c75419284e176001254c7a5,5c75419284e176001254c7a5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/25/2022 21:51,7/25/2022 21:53,IP Address,100,125,True,7/25/2022 21:53,R_32OOru0REcvH7TR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,41.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/25/2022 21:54,7/25/2022 21:54,IP Address,100.0,37.0,True,7/25/2022 21:54,R_2dyyYNTuvBOZnyi,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,4,0.0,0.0,Keep,False,False,24,False,70,W,E,16.0,41.0,0,1681.0,4.248495242049359,8,4.6,4.125,A few times a year,1.0,7,0,3,2,5,2,4,1,0,4,3,1,1,2,2,2,8,0,True,True,True,True,False,True,True,False,True,False,70.0
