StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Employment,TotalIncome,Race,Education,Age_1,Gender,PID
7/25/2022 21:43,7/25/2022 21:44,IP Address,100,28,TRUE,7/25/2022 21:44,R_33vV0EMbt5ozBWA,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",Asian American or Asian,Bachelor degree,20,Female,5f6166e6d710061060865e1f
7/25/2022 21:43,7/25/2022 21:44,IP Address,100,48,TRUE,7/25/2022 21:44,R_1lB7VFytmEmpdrf,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,61,Female,5e5023405c27990580d81c72
7/25/2022 21:45,7/25/2022 21:46,IP Address,100,28,TRUE,7/25/2022 21:46,R_6yQvND9PlpbgMox,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Hispanic,Bachelor degree,25,Female,5de579912238364fcdf1a97d
7/25/2022 21:46,7/25/2022 21:46,IP Address,100,28,TRUE,7/25/2022 21:46,R_1NzaoJ3Eb6hQjf7,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,21,Female,60fccaa975fed18e9ed82b13
7/25/2022 21:45,7/25/2022 21:46,IP Address,100,63,TRUE,7/25/2022 21:46,R_271CSOyFoXiKaNQ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,37,Male,6082544738b086a06f2f13ed
7/25/2022 21:46,7/25/2022 21:46,IP Address,100,37,TRUE,7/25/2022 21:46,R_3EgmIHeu98KVqC5,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",33,Male,60db15cf0e54e22740b0f7e0
7/25/2022 21:47,7/25/2022 21:48,IP Address,100,45,TRUE,7/25/2022 21:48,R_8Cj9oanigieEeRj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,Bachelor degree,31,Male,6065f4e7a94da95672a23bc0
7/25/2022 21:47,7/25/2022 21:48,IP Address,100,49,TRUE,7/25/2022 21:48,R_3fSLToY807tG4E5,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,48,Female,6013771e88f6992532013e14
7/25/2022 21:47,7/25/2022 21:48,IP Address,100,41,TRUE,7/25/2022 21:48,R_24cjSDRgbYjuLIK,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,47,Female,610842d3e4ba6eb0276f4a89
7/25/2022 21:48,7/25/2022 21:49,IP Address,100,90,TRUE,7/25/2022 21:49,R_1PcrxjJ6J1yDFAh,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",African American or African (Non-Hispanic),Some college but no degree,21,Female,5e5dba9e3d60470d71dde9ef
7/25/2022 21:51,7/25/2022 21:52,IP Address,100,57,TRUE,7/25/2022 21:52,R_2BkDazkrLROPVRM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29,Female,61391819008bac9fbe7dacb9
7/25/2022 21:52,7/25/2022 21:53,IP Address,100,19,TRUE,7/25/2022 21:53,R_1g78Fc6DOf8tkaG,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",21,Male,615220b57cd6d1d3f7e031b2
7/25/2022 21:52,7/25/2022 21:53,IP Address,100,55,TRUE,7/25/2022 21:53,R_3Jg5C9mwJRwkqrg,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Some college but no degree,20,Male,60036bc7542fe90b78ec1ba4
7/25/2022 21:52,7/25/2022 21:53,IP Address,100,67,TRUE,7/25/2022 21:53,R_1IRX5DiUCriaaaP,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,26,Female,60fe01c08d0d9c3d132ccd66
7/25/2022 21:52,7/25/2022 21:53,IP Address,100,37,TRUE,7/25/2022 21:53,R_1mQpOyH2AD7F9Mn,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,33,Female,5f5a5916d66aea0e98ed1554
7/25/2022 21:51,7/25/2022 21:53,IP Address,100,125,TRUE,7/25/2022 21:53,R_32OOru0REcvH7TR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,41,Male,5c75419284e176001254c7a5
7/25/2022 21:53,7/25/2022 21:54,IP Address,100,35,TRUE,7/25/2022 21:54,R_2zGt7E6fmbv3EAO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Bachelor degree,32,Male,5bf350a017a7de0001cf746a
7/25/2022 21:53,7/25/2022 21:54,IP Address,100,33,TRUE,7/25/2022 21:54,R_2dTqH8ugNwnIsp2,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,23,Male,62dcee50113c9fdd339d68cc
7/25/2022 21:55,7/25/2022 21:55,IP Address,100,31,TRUE,7/25/2022 21:55,R_3lA1vkvBfWNLDGC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Female,61299aaf4924c330b0a4b976
7/25/2022 21:55,7/25/2022 21:55,IP Address,100,50,TRUE,7/25/2022 21:55,R_0VarHiC3LtsVjDH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,21,Female,60fc7a9a158b3b6d7ac83046
7/25/2022 21:56,7/25/2022 21:56,IP Address,100,25,TRUE,7/25/2022 21:56,R_Ox9vaQAUtUAOUb7,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,26,Female,5b33034d975e260001e981c9
7/25/2022 21:55,7/25/2022 21:56,IP Address,100,36,TRUE,7/25/2022 21:56,R_3MKfsemh44pAnDm,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,36,Female,5f36a9175365a50a5b420484
7/25/2022 21:55,7/25/2022 21:56,IP Address,100,72,TRUE,7/25/2022 21:56,R_3haWfITPgCkr2Ox,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,20,Male,611376827b20d44bbbdc2ab6
7/25/2022 21:56,7/25/2022 21:56,IP Address,100,30,TRUE,7/25/2022 21:56,R_3Mhg4vhzJDcnLle,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",31,Female,5f32ef71bff4620b6d480b30
7/25/2022 21:57,7/25/2022 21:58,IP Address,100,67,TRUE,7/25/2022 21:58,R_3O8Kgqa6GvuFoZM,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Other,Bachelor degree,25,Female,605fde8161a2b42f097e0314
7/25/2022 21:58,7/25/2022 21:59,IP Address,100,34,TRUE,7/25/2022 21:59,R_4NNYOp7oPYdoUdH,,,,,anonymous,EN,"Not employed, looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19,Female,60fd8dc2b12af8c3af8091eb
7/25/2022 21:58,7/25/2022 21:59,IP Address,100,34,TRUE,7/25/2022 21:59,R_10OZ3Oy03hL5x1h,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,35,Male,62df1e28cd9469c8a82f35dc
7/25/2022 21:59,7/25/2022 22:00,IP Address,100,42,TRUE,7/25/2022 22:00,R_Ry5gEJnA7GIwRmp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,46,Male,5e9ddc4566276314b99e15b1
7/25/2022 22:00,7/25/2022 22:01,IP Address,100,56,TRUE,7/25/2022 22:01,R_125WT35G1SLhGLg,,,,,anonymous,EN,Retired,"$0 - $19,999",Hispanic,Bachelor degree,53,Male,5c6f97ffd8ae4f000192fe18
7/25/2022 22:01,7/25/2022 22:02,IP Address,100,24,TRUE,7/25/2022 22:02,R_1rkXc2hxG0XtEwI,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,23,Male,62bdd8ea1de5b02c9ccb99fc
7/25/2022 22:01,7/25/2022 22:02,IP Address,100,34,TRUE,7/25/2022 22:02,R_2c6MqmFRemmEf4z,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),,49,Female,572d5b9e109ab60010517718
7/25/2022 22:01,7/25/2022 22:02,IP Address,100,90,TRUE,7/25/2022 22:02,R_2EEnxJpft69O6pu,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",38,Female,62c4f82ca86e047e4e1df9b1
7/25/2022 22:01,7/25/2022 22:02,IP Address,100,75,TRUE,7/25/2022 22:02,R_10UVk132tz7J6FA,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",37,Female,6119efd15a0a464b68fd0c6e
7/25/2022 22:02,7/25/2022 22:02,IP Address,100,22,TRUE,7/25/2022 22:02,R_z7h8J5ptsxJ2jBv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,47,Male,5b5b715192d8320001510a11
7/25/2022 22:02,7/25/2022 22:02,IP Address,100,49,TRUE,7/25/2022 22:02,R_24BIRl4iZlgIhPj,,,,,anonymous,EN,"Disabled, not able to work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,57,Female,5bec5b873ffbad0001e8b968
7/25/2022 22:02,7/25/2022 22:03,IP Address,100,69,TRUE,7/25/2022 22:03,R_3k54Qkc75gZpZOx,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,39,Male,5e850b40c66acc0f4b1418a4
7/25/2022 21:58,7/25/2022 22:04,IP Address,100,335,TRUE,7/25/2022 22:04,R_1q9yE2niqwDxclK,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,34,Male,62cc130ac42857aa138f3eb5
7/25/2022 22:02,7/25/2022 22:04,IP Address,100,153,TRUE,7/25/2022 22:04,R_2ARMoXX0JBUf51F,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,39,Male,62a2832342dd3f99e7cd6822
7/25/2022 22:04,7/25/2022 22:05,IP Address,100,25,TRUE,7/25/2022 22:05,R_2AZhYLHMRu8QCrs,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,35,Male,6152271eefd3c2b4bacb64e6
7/25/2022 22:04,7/25/2022 22:05,IP Address,100,59,TRUE,7/25/2022 22:05,R_Dx8krvGd0s8OBgt,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,68,Male,62df4a06387d284d36055b04
7/25/2022 22:04,7/25/2022 22:05,IP Address,100,44,TRUE,7/25/2022 22:05,R_25upAH3krlNP5yG,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Bachelor degree,36,Female,5e8e4117769c330c1ef1f6db
7/25/2022 22:04,7/25/2022 22:06,IP Address,100,83,TRUE,7/25/2022 22:06,R_Rz6lelaNBDntHmp,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,25,Female,6113134d4dfbf3cab02f77e2
7/25/2022 22:05,7/25/2022 22:06,IP Address,100,59,TRUE,7/25/2022 22:06,R_3s7Hy6Ke27q5QZP,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,46,Female,5fd244cf39e5f7082808979c
7/25/2022 22:06,7/25/2022 22:06,IP Address,100,42,TRUE,7/25/2022 22:06,R_3XjL2dRGvKHIoQV,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,36,Male,5aedfba176b763000132f7fe
7/25/2022 22:04,7/25/2022 22:06,IP Address,100,126,TRUE,7/25/2022 22:06,R_22LXc4qdC4jtPXI,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",Asian American or Asian,Bachelor degree,33,Male,62910dbf5ea93362588205bb
7/25/2022 22:05,7/25/2022 22:07,IP Address,100,69,TRUE,7/25/2022 22:07,R_1Ov0hQgTKqljdK0,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),Hispanic",Some college but no degree,29,Male,6007776684975127676717c4
7/25/2022 22:06,7/25/2022 22:08,IP Address,100,82,TRUE,7/25/2022 22:08,R_2OVB8MeiRa9n0eo,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,26,Male,627939eb7aa7638058b95994
7/25/2022 22:07,7/25/2022 22:08,IP Address,100,34,TRUE,7/25/2022 22:08,R_sSc9H34FpWWZ5G9,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,26,Male,5efe29d315ba872fa20a9c3d
7/25/2022 22:08,7/25/2022 22:08,IP Address,100,34,TRUE,7/25/2022 22:08,R_27UtdYkuVN25ZAc,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,43,Male,611495adce8e62c7c58a75a7
7/25/2022 22:09,7/25/2022 22:09,IP Address,100,22,TRUE,7/25/2022 22:09,R_3rPu8ZOxbDEfkA5,,,,,anonymous,EN,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,26,Male,5c35ad4bdb7cf60001204af9
7/25/2022 22:10,7/25/2022 22:11,IP Address,100,48,TRUE,7/25/2022 22:11,R_22XmasOL4LR4cbu,,,,,anonymous,EN,Retired,"$60,000 - $79,999",Hispanic,Graduate or professional degree,57,Male,5cfafa8c2bcca70017252f6b
7/25/2022 22:09,7/25/2022 22:11,IP Address,100,112,TRUE,7/25/2022 22:11,R_2tFmy7gJWzZDuKK,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some high school,42,Male,60652e0a60b1c2e3277cd6fd
7/25/2022 22:10,7/25/2022 22:11,IP Address,100,77,TRUE,7/25/2022 22:11,R_3P848773JAsp2Qp,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999","African American or African (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Associate degree,22,Male,6099c484504f7a2cb3e7d05f
7/25/2022 22:10,7/25/2022 22:11,IP Address,100,49,TRUE,7/25/2022 22:11,R_3ltpFJAe0Ull99o,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",Hispanic,Some college but no degree,19,Male,615f308f53b6cf616529f505
7/25/2022 22:12,7/25/2022 22:12,IP Address,100,22,TRUE,7/25/2022 22:12,R_2BkCORyvk7LBZkE,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",,"High school degree or equivalent (e.g., GED)",33,Male,58d9a79c33fef3000118abdf
7/25/2022 22:11,7/25/2022 22:14,IP Address,100,161,TRUE,7/25/2022 22:14,R_1Eg74ujfKFyWVtG,,,,,anonymous,EN,Retired,"$0 - $19,999",African American or African (Non-Hispanic),"High school degree or equivalent (e.g., GED)",54,Female,62685fb139dc07380edf7988
7/25/2022 22:13,7/25/2022 22:15,IP Address,100,113,TRUE,7/25/2022 22:15,R_3lyqJGg8EcjJUXI,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999","Native American, Native Hawaiian or Pacific Islander",Some high school,23,Female,612c5e81151ee48620a1957c
7/25/2022 22:17,7/25/2022 22:18,IP Address,100,58,TRUE,7/25/2022 22:18,R_3k7DKNyzGJYkVSL,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,42,Male,62de02ed56160e97dd7febb0
7/25/2022 22:17,7/25/2022 22:19,IP Address,100,81,TRUE,7/25/2022 22:19,R_1iaLNBhHWKecxLh,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",African American or African (Non-Hispanic),Some college but no degree,30,Female,5c46315c85b76000017ce729
7/25/2022 22:20,7/25/2022 22:21,IP Address,100,44,TRUE,7/25/2022 22:21,R_3iwKVKcy2bFp1OP,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999","Native American, Native Hawaiian or Pacific Islander","High school degree or equivalent (e.g., GED)",23,Female,612c5e81151ee48620a1957c
7/25/2022 22:29,7/25/2022 22:30,IP Address,100,89,TRUE,7/25/2022 22:30,R_3dLjwWv0wNnHMWc,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999","White or Caucasian (Non-Hispanic),Hispanic","High school degree or equivalent (e.g., GED)",18,Female,6121e36192d8fd0203910a30
7/25/2022 23:08,7/25/2022 23:09,IP Address,100,36,TRUE,7/25/2022 23:09,R_3KrVWY2E0LLXw5s,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,23,Male,617646d656a0115ca27ec794
