StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID
7/25/2022 21:35,7/25/2022 21:36,IP Address,100,91,TRUE,7/25/2022 21:36,R_1EaPacd3vnzhaWV,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a month,,arm4_interactive,62de7a8c1895ac984c0e0720,62de7a8c1895ac984c0e0720
7/25/2022 21:33,7/25/2022 21:37,IP Address,100,254,TRUE,7/25/2022 21:37,R_27HcVqphhh48FNW,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Once a year,,arm1_control,610af9910c4d079d84e855f4,610af9910c4d079d84e855f4
7/25/2022 21:34,7/25/2022 21:38,IP Address,100,244,TRUE,7/25/2022 21:38,R_2eXyQyQBu7S5OB4,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,384x854,Quite a lot,Basically content,Just about always,Government should do more to solve problems.,Agree,Slightly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Once a week,,arm4_interactive,5e5023405c27990580d81c72,5e5023405c27990580d81c72
7/25/2022 21:36,7/25/2022 21:39,IP Address,100,157,TRUE,7/25/2022 21:39,R_3hrQ5m59Yc6Vejj,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1440x960,Quite a lot,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,A few times a week / Daily,,arm1_control,62df54d52a9e3743753d27db,62df54d52a9e3743753d27db
7/25/2022 21:34,7/25/2022 21:39,IP Address,100,309,TRUE,7/25/2022 21:39,R_1FOCvTctbjSAyWJ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm4_interactive,6013771e88f6992532013e14,6013771e88f6992532013e14
7/25/2022 21:38,7/25/2022 21:41,IP Address,100,133,TRUE,7/25/2022 21:41,R_Dv4t2uJMi515fDb,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 10,360x740,Very little,Angry,Never,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Once a month,,arm1_control,61115c76a6032b5860f19bc5,61115c76a6032b5860f19bc5
7/25/2022 21:36,7/25/2022 21:41,IP Address,100,283,TRUE,7/25/2022 21:41,R_2Y567qKcdDhTLJb,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,390x844,Some,Frustrated,Most of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Once a week,,arm4_interactive,5de579912238364fcdf1a97d,5de579912238364fcdf1a97d
7/25/2022 21:39,7/25/2022 21:41,IP Address,100,171,TRUE,7/25/2022 21:41,R_2OZKCspCJ5AKSZ4,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,,arm4_interactive,610881256b500e6b59e8d58d,610881256b500e6b59e8d58d
7/25/2022 21:38,7/25/2022 21:42,IP Address,100,210,TRUE,7/25/2022 21:42,R_1E3P6FtzeygLca5,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Once a week,,arm1_control,6086f32713011a558998c7aa,6086f32713011a558998c7aa
7/25/2022 21:39,7/25/2022 21:42,IP Address,100,179,TRUE,7/25/2022 21:42,R_3oYfr9JVXnDDqHI,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Angry,Never,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm4_interactive,60fccaa975fed18e9ed82b13,60fccaa975fed18e9ed82b13
7/25/2022 21:39,7/25/2022 21:42,IP Address,100,174,TRUE,7/25/2022 21:42,R_1JJY0vqCUFZjklF,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,3440x1440,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Strongly Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm4_interactive,60db15cf0e54e22740b0f7e0,60db15cf0e54e22740b0f7e0
7/25/2022 21:38,7/25/2022 21:43,IP Address,100,312,TRUE,7/25/2022 21:43,R_3JntyrReu1BOmhW,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,2048x1152,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,A few times a week / Daily,,arm4_interactive,5e5dba9e3d60470d71dde9ef,5e5dba9e3d60470d71dde9ef
7/25/2022 21:41,7/25/2022 21:43,IP Address,100,118,TRUE,7/25/2022 21:43,R_dd8TnPqrUj5CsbD,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Once a week,,arm1_control,5f6166e6d710061060865e1f,5f6166e6d710061060865e1f
7/25/2022 21:42,7/25/2022 21:45,IP Address,100,199,TRUE,7/25/2022 21:45,R_210qR3K3d01XaPc,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Disagree,Agree,Disagree,Disagree,Slightly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,,arm1_control,6082544738b086a06f2f13ed,6082544738b086a06f2f13ed
7/25/2022 21:44,7/25/2022 21:47,IP Address,100,167,TRUE,7/25/2022 21:47,R_1LuSlrDSKFGtuYz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Once a month,,arm1_control,6065f4e7a94da95672a23bc0,6065f4e7a94da95672a23bc0
7/25/2022 21:44,7/25/2022 21:47,IP Address,100,179,TRUE,7/25/2022 21:47,R_3Jxbprc1DMxJlCC,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm4_interactive,60fe01c08d0d9c3d132ccd66,60fe01c08d0d9c3d132ccd66
7/25/2022 21:44,7/25/2022 21:47,IP Address,100,201,TRUE,7/25/2022 21:47,R_2Xb2GwnTWE3vmjy,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1280x800,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Once a week,,arm1_control,610842d3e4ba6eb0276f4a89,610842d3e4ba6eb0276f4a89
7/25/2022 21:45,7/25/2022 21:48,IP Address,100,185,TRUE,7/25/2022 21:48,R_5vdGmy8yOSl8iGZ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Agree,Disagree,Once a week,,arm4_interactive,5f5a5916d66aea0e98ed1554,5f5a5916d66aea0e98ed1554
7/25/2022 21:47,7/25/2022 21:51,IP Address,100,254,TRUE,7/25/2022 21:51,R_ALJ9mLzXJwmkejL,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,A few times a year,,arm1_control,5c75419284e176001254c7a5,5c75419284e176001254c7a5
7/25/2022 21:46,7/25/2022 21:51,IP Address,100,287,TRUE,7/25/2022 21:51,R_3HOfJZ5SM1ocMY4,,,,,anonymous,EN,,Yes,,Chrome,99.0.4844.83,Macintosh,1440x900,None at all,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Strongly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Disagree,Disagree,Slightly Agree,Disagree,Once a week,,arm1_control,61391819008bac9fbe7dacb9,61391819008bac9fbe7dacb9
7/25/2022 21:48,7/25/2022 21:51,IP Address,100,200,TRUE,7/25/2022 21:51,R_2xMooyH0oX6005L,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,428x926,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,,arm4_interactive,61299aaf4924c330b0a4b976,61299aaf4924c330b0a4b976
7/25/2022 21:48,7/25/2022 21:52,IP Address,100,211,TRUE,7/25/2022 21:52,R_SIEWPRJ72XIPUZj,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Disagree,A few times a week / Daily,,arm4_interactive,5f36a9175365a50a5b420484,5f36a9175365a50a5b420484
7/25/2022 21:49,7/25/2022 21:52,IP Address,100,129,TRUE,7/25/2022 21:52,R_1l4rFjzLm2PwOHW,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,60036bc7542fe90b78ec1ba4,60036bc7542fe90b78ec1ba4
7/25/2022 21:51,7/25/2022 21:52,IP Address,100,84,TRUE,7/25/2022 21:52,R_3qlo1jrftqcdmJ4,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Android 11,412x823,Some,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,615220b57cd6d1d3f7e031b2,615220b57cd6d1d3f7e031b2
7/25/2022 21:52,7/25/2022 21:53,IP Address,100,97,TRUE,7/25/2022 21:53,R_3NJlGeS0fJNW1P2,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,412x892,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,5bf350a017a7de0001cf746a,5bf350a017a7de0001cf746a
7/25/2022 21:51,7/25/2022 21:53,IP Address,100,157,TRUE,7/25/2022 21:53,R_2zbDOOrlFryasYQ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,,arm4_interactive,5b33034d975e260001e981c9,5b33034d975e260001e981c9
