StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID
7/26/2022 22:02,7/26/2022 22:05,IP Address,100,141,TRUE,7/26/2022 22:05,R_2EyDKNpeNDr5Kdi,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x869,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,60fc9ec40fc7b1dcaa96cff1,60fc9ec40fc7b1dcaa96cff1
7/25/2022 22:02,7/25/2022 22:07,IP Address,61,250,FALSE,7/26/2022 22:07,R_2qknb7fjQWzpNM6,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,432x960,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,notSet,5f46f7cc219f120da2059573,5f46f7cc219f120da2059573
7/26/2022 22:04,7/26/2022 22:07,IP Address,100,159,TRUE,7/26/2022 22:07,R_2dNh6ZlQJV0dJCf,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Once a month,,arm4_interactive,62a721256be268661462a0ce,62a721256be268661462a0ce
7/26/2022 22:03,7/26/2022 22:08,IP Address,100,324,TRUE,7/26/2022 22:08,R_DVrWCEuI7RZC8Yp,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,414x736,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,A few times a year,,arm1_control,60c8e83a85f0f0fa49bb47ff,60c8e83a85f0f0fa49bb47ff
7/26/2022 22:05,7/26/2022 22:09,IP Address,100,236,TRUE,7/26/2022 22:09,R_3NKwH9lSoboP6zO,,,,,anonymous,EN,,Yes,,Chrome,96.0.4664.104,Android 12,412x869,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Once a month,,arm4_interactive,62e03a215cc42e0a2d50868c,62e03a215cc42e0a2d50868c
7/26/2022 22:06,7/26/2022 22:10,IP Address,100,204,TRUE,7/26/2022 22:10,R_31FAoHVB9fDEyNo,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,Very little,Angry,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Once a month,,arm1_control,62e097c92160176b0b9c2619,62e097c92160176b0b9c2619
7/26/2022 22:07,7/26/2022 22:13,IP Address,100,333,TRUE,7/26/2022 22:13,R_2rvgDHGQRCmDKBM,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5ef531568086c019034dcef7,5ef531568086c019034dcef7
7/26/2022 22:10,7/26/2022 22:14,IP Address,100,260,TRUE,7/26/2022 22:14,R_1l9pOVVn4vZHNct,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,414x896,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Disagree,A few times a year,,arm1_control,5ec5bd8f3d68ea62600272a3,5ec5bd8f3d68ea62600272a3
7/26/2022 22:08,7/26/2022 22:14,IP Address,100,388,TRUE,7/26/2022 22:14,R_Xtijp9kREp1l8n7,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,5f490f05df39043f8ab7ca52,5f490f05df39043f8ab7ca52
7/26/2022 22:12,7/26/2022 22:15,IP Address,100,160,TRUE,7/26/2022 22:15,R_3G3OXpDMR72SIh0,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,3440x1440,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,62dcd0705ba290da99665762,62dcd0705ba290da99665762
7/26/2022 22:11,7/26/2022 22:16,IP Address,100,267,TRUE,7/26/2022 22:16,R_OI493lQgrp1KCDT,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 10,360x757,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Disagree,Disagree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Once a month,,arm1_control,62a8ac9179d53762a0a19da2,62a8ac9179d53762a0a19da2
7/26/2022 22:11,7/26/2022 22:17,IP Address,100,362,TRUE,7/26/2022 22:17,R_1NrbT5IH62UjoB4,,,,,anonymous,EN,,Yes,,Safari iPhone,14.0.2,iPhone,375x667,None at all,Angry,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,5c5404c24831db000161c5e8,5c5404c24831db000161c5e8
7/26/2022 22:10,7/26/2022 22:18,IP Address,100,528,TRUE,7/26/2022 22:18,R_p9sKEeiIRaZQwwh,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,3440x1440,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Once a month,,arm4_interactive,5fd0ab664eb18414d1fa6da0,5fd0ab664eb18414d1fa6da0
7/26/2022 22:14,7/26/2022 22:18,IP Address,100,289,TRUE,7/26/2022 22:18,R_1ocpZIdVRxiHaaD,,,,,anonymous,EN,,Yes,,Safari,15.4,Macintosh,1512x982,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,A few times a week / Daily,,arm1_control,62de97925b8d526ca0028123,62de97925b8d526ca0028123
7/26/2022 22:15,7/26/2022 22:19,IP Address,100,239,TRUE,7/26/2022 22:19,R_3EQIR5j8vGBSoTn,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Angry,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,A few times a week / Daily,,arm1_control,62e093edbe362122f211a0e2,62e093edbe362122f211a0e2
7/26/2022 22:16,7/26/2022 22:19,IP Address,100,218,TRUE,7/26/2022 22:19,R_1OC3QHHq8EfpGYt,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a year,,arm4_interactive,5fd15934025b991384ef1116,5fd15934025b991384ef1116
7/26/2022 22:16,7/26/2022 22:19,IP Address,100,238,TRUE,7/26/2022 22:19,R_1SOyzEeSauHTSgh,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,CrOS x86_64 14695.85.0,1366x768,None at all,Angry,Never,Government should do more to solve problems.,Slightly Disagree,Strongly Disagree,Disagree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a year,,arm4_interactive,629642bfde2bf56c1ec2a420,629642bfde2bf56c1ec2a420
7/26/2022 22:19,7/26/2022 22:25,IP Address,100,395,TRUE,7/26/2022 22:25,R_vddbpb7PZJLwdhv,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1368x912,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Disagree,Once a month,,arm1_control,6111d9b2a1cae8c593eb0c52,6111d9b2a1cae8c593eb0c52
7/26/2022 22:20,7/26/2022 22:26,IP Address,100,340,TRUE,7/26/2022 22:26,R_dmS33ezKI6QQQ7v,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Disagree,A few times a year,,arm4_interactive,62e0532289a4e5d9fedadde1,62e0532289a4e5d9fedadde1
7/26/2022 22:21,7/26/2022 22:26,IP Address,100,307,TRUE,7/26/2022 22:26,R_2U4rIbvWPrhLnDa,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x667,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,62dedd39740a679a228bb41d,62dedd39740a679a228bb41d
7/26/2022 22:24,7/26/2022 22:26,IP Address,100,156,TRUE,7/26/2022 22:26,R_UtgyrPe4HWw5aVP,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Once a month,,arm4_interactive,5a92e1eeb5e2110001c670f0,5a92e1eeb5e2110001c670f0
7/26/2022 22:24,7/26/2022 22:27,IP Address,100,155,TRUE,7/26/2022 22:27,R_sEYmQbQ1Ex5b9Jv,,,,,anonymous,EN,,Yes,,Opera,85.0.4341.79,Windows NT 10.0,1920x1080,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Once a week,,arm1_control,62df08eda6b90956f6c9a399,62df08eda6b90956f6c9a399
7/26/2022 22:24,7/26/2022 22:28,IP Address,100,239,TRUE,7/26/2022 22:28,R_1mRdQNvsJGWNjNz,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,414x896,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Disagree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,A few times a year,,arm4_interactive,5ed4954aea62124652e189c9,5ed4954aea62124652e189c9
7/26/2022 22:24,7/26/2022 22:28,IP Address,100,260,TRUE,7/26/2022 22:28,R_sUpA1eyierUHTyx,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm1_control,62b237568978f68ad2b6f7c8,62b237568978f68ad2b6f7c8
7/26/2022 22:27,7/26/2022 22:29,IP Address,100,141,TRUE,7/26/2022 22:29,R_1eXhhrD0Hg2G7A9,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Once a week,,arm1_control,60fefe3dad1a06e0b0a85712,60fefe3dad1a06e0b0a85712
7/26/2022 22:26,7/26/2022 22:29,IP Address,100,189,TRUE,7/26/2022 22:29,R_3q7gMmmuANtRYg0,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x736,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,A few times a week / Daily,,arm4_interactive,62df4bb678124fc1e5c50e91,62df4bb678124fc1e5c50e91
7/26/2022 22:27,7/26/2022 22:30,IP Address,100,133,TRUE,7/26/2022 22:30,R_2ffjl4fmh0OuJyd,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x892,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm4_interactive,610e6880f784d836a872a9a5,610e6880f784d836a872a9a5
7/26/2022 22:29,7/26/2022 22:30,IP Address,100,96,TRUE,7/26/2022 22:30,R_1ou4CbJT3HaBJyJ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,5626a6cfddff3c0011bcd3d8,5626a6cfddff3c0011bcd3d8
7/26/2022 22:27,7/26/2022 22:30,IP Address,100,212,TRUE,7/26/2022 22:30,R_tW2oFFGwb2Jhj5T,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Angry,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,62e08666d7083fafba16272a,62e08666d7083fafba16272a
7/26/2022 22:26,7/26/2022 22:31,IP Address,100,289,TRUE,7/26/2022 22:31,R_2rIUIylIeZisoXL,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm4_interactive,610247565a6ca71afc6250db,610247565a6ca71afc6250db
