,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,Duration (in seconds)_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,Duration (in seconds)_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave
10,2022-07-26 22:02:00,7/26/2022 22:05,IP Address,100,141,True,7/26/2022 22:05,R_2EyDKNpeNDr5Kdi,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x869,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,60fc9ec40fc7b1dcaa96cff1,60fc9ec40fc7b1dcaa96cff1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:05,7/26/2022 22:05,IP Address,100.0,50.0,True,7/26/2022 22:05,R_28RP7nWR3JZXEFS,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,24.0,Female,True,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 22:07,7/26/2022 22:08,IP Address,100.0,46.0,True,7/26/2022 22:08,R_3p3DwYLBKFkq444,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True
11,2022-07-25 22:02:00,7/25/2022 22:07,IP Address,61,250,False,7/26/2022 22:07,R_2qknb7fjQWzpNM6,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,432x960,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,notSet,5f46f7cc219f120da2059573,5f46f7cc219f120da2059573,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True
12,2022-07-26 22:04:00,7/26/2022 22:07,IP Address,100,159,True,7/26/2022 22:07,R_2dNh6ZlQJV0dJCf,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Once a month,,arm4_interactive,62a721256be268661462a0ce,62a721256be268661462a0ce,4,0,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/26/2022 22:09,7/26/2022 22:10,IP Address,100.0,51.0,True,7/26/2022 22:10,R_3NPvlQQwldy1XIF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,23.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Scam,,,Scam,,,,,Details,True,False,7/26/2022 22:11,7/26/2022 22:12,IP Address,100.0,58.0,True,7/26/2022 22:12,R_08lcHbz4W5bj3Lr,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
13,2022-07-26 22:03:00,7/26/2022 22:08,IP Address,100,324,True,7/26/2022 22:08,R_DVrWCEuI7RZC8Yp,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,414x736,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,A few times a year,,arm1_control,60c8e83a85f0f0fa49bb47ff,60c8e83a85f0f0fa49bb47ff,4,4,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:08,7/26/2022 22:10,IP Address,100.0,91.0,True,7/26/2022 22:10,R_25zqybGwnzLT9IO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,42.0,Male,True,Scam,,,Scam,,Details,Real,Click,,Real,Click,,Real,Click,Details,Real,Click,,Real,,Details,Real,,,Scam,,,,,Details,True,False,7/26/2022 22:19,7/26/2022 22:20,IP Address,100.0,79.0,True,7/26/2022 22:20,R_2R2j1GcHWuXA4ZX,,,,,anonymous,EN,Other,No,,Yes,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True
14,2022-07-26 22:05:00,7/26/2022 22:09,IP Address,100,236,True,7/26/2022 22:09,R_3NKwH9lSoboP6zO,,,,,anonymous,EN,,Yes,,Chrome,96.0.4664.104,Android 12,412x869,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Disagree,Once a month,,arm4_interactive,62e03a215cc42e0a2d50868c,62e03a215cc42e0a2d50868c,4,0,Real,,Details,Real,Click,,Scam,,Details,Real,,,Real,Click,,Scam,,,Real,,Details,Scam,,Details,True,True,7/26/2022 22:18,7/26/2022 22:19,IP Address,100.0,33.0,True,7/26/2022 22:19,R_3hnEZzsjOTLTKQw,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,26.0,Other,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,True,True,7/26/2022 22:28,7/26/2022 22:30,IP Address,100.0,69.0,True,7/26/2022 22:30,R_3m94AwbVmozr8l0,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
15,2022-07-26 22:06:00,7/26/2022 22:10,IP Address,100,204,True,7/26/2022 22:10,R_31FAoHVB9fDEyNo,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,Very little,Angry,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Once a month,,arm1_control,62e097c92160176b0b9c2619,62e097c92160176b0b9c2619,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:10,7/26/2022 22:10,IP Address,100.0,42.0,True,7/26/2022 22:10,R_3DbA8JVCJhUbUiq,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",36.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 22:13,7/26/2022 22:14,IP Address,100.0,62.0,True,7/26/2022 22:14,R_1FfhcMhYtt369YR,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True
16,2022-07-26 22:07:00,7/26/2022 22:13,IP Address,100,333,True,7/26/2022 22:13,R_2rvgDHGQRCmDKBM,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5ef531568086c019034dcef7,5ef531568086c019034dcef7,4,0,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,Details,True,True,7/26/2022 22:15,7/26/2022 22:16,IP Address,100.0,39.0,True,7/26/2022 22:16,R_2xRdIIWPH3EUg88,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Bachelor degree,23.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,,,Details,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True
17,2022-07-26 22:10:00,7/26/2022 22:14,IP Address,100,260,True,7/26/2022 22:14,R_1l9pOVVn4vZHNct,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,414x896,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Disagree,A few times a year,,arm1_control,5ec5bd8f3d68ea62600272a3,5ec5bd8f3d68ea62600272a3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:14,7/26/2022 22:15,IP Address,100.0,83.0,True,7/26/2022 22:16,R_rkUytTCFkidv3Xj,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,47.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Scam,,,Scam,,,,,,True,False,7/26/2022 22:19,7/26/2022 22:21,IP Address,100.0,109.0,True,7/26/2022 22:21,R_50CptIAmdMySfiV,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
18,2022-07-26 22:08:00,7/26/2022 22:14,IP Address,100,388,True,7/26/2022 22:14,R_Xtijp9kREp1l8n7,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,5f490f05df39043f8ab7ca52,5f490f05df39043f8ab7ca52,0,0,Real,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True
19,2022-07-26 22:12:00,7/26/2022 22:15,IP Address,100,160,True,7/26/2022 22:15,R_3G3OXpDMR72SIh0,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,3440x1440,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,62dcd0705ba290da99665762,62dcd0705ba290da99665762,1,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:15,7/26/2022 22:16,IP Address,100.0,41.0,True,7/26/2022 22:16,R_eR8TZk0mNuzuWZj,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999",Hispanic,Associate degree,23.0,Male,True,Real,,,Real,,,Real,,,Real,Click,,Real,,Details,Scam,,,Real,,,Scam,,,Scam,,,,,,True,False,7/26/2022 22:18,7/26/2022 22:19,IP Address,100.0,47.0,True,7/26/2022 22:19,R_2PpZ3sxrQtSYFb1,,,,,anonymous,EN,"Someone selling fraudulent goods or services,Other",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
20,2022-07-26 22:11:00,7/26/2022 22:16,IP Address,100,267,True,7/26/2022 22:16,R_OI493lQgrp1KCDT,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 10,360x757,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Disagree,Disagree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Once a month,,arm1_control,62a8ac9179d53762a0a19da2,62a8ac9179d53762a0a19da2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:16,7/26/2022 22:17,IP Address,100.0,87.0,True,7/26/2022 22:17,R_3NWZG6sfyop2DSZ,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Associate degree,38.0,Female,True,Real,,,Real,Click,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 22:20,7/26/2022 22:21,IP Address,100.0,81.0,True,7/26/2022 22:21,R_2QKu7KHqdtEN7lv,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True
21,2022-07-26 22:11:00,7/26/2022 22:17,IP Address,100,362,True,7/26/2022 22:17,R_1NrbT5IH62UjoB4,,,,,anonymous,EN,,Yes,,Safari iPhone,14.0.2,iPhone,375x667,None at all,Angry,Never,Government should do more to solve problems.,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,5c5404c24831db000161c5e8,5c5404c24831db000161c5e8,4,0,Real,,Details,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/26/2022 22:20,7/26/2022 22:22,IP Address,100.0,65.0,True,7/26/2022 22:22,R_1QfrMiOd58ZDVxa,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",33.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Scam,,,Scam,,,,,Details,True,False,7/26/2022 22:27,7/26/2022 22:28,IP Address,100.0,83.0,True,7/26/2022 22:28,R_2WYmHMlIbkOaIGT,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True
22,2022-07-26 22:10:00,7/26/2022 22:18,IP Address,100,528,True,7/26/2022 22:18,R_p9sKEeiIRaZQwwh,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,3440x1440,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Once a month,,arm4_interactive,5fd0ab664eb18414d1fa6da0,5fd0ab664eb18414d1fa6da0,4,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/26/2022 22:23,7/26/2022 22:24,IP Address,100.0,66.0,True,7/26/2022 22:24,R_2VJCucComoaINx4,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",25.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,,,Details,True,False,7/26/2022 22:28,7/26/2022 22:31,IP Address,100.0,133.0,True,7/26/2022 22:31,R_2CxG7e8kKkbG1sM,,,,,anonymous,EN,Someone selling fraudulent goods or services,Yes,180,Not Sure,No,Often,Often,Often,"Yes, use the responses.",True,1,True
23,2022-07-26 22:14:00,7/26/2022 22:18,IP Address,100,289,True,7/26/2022 22:18,R_1ocpZIdVRxiHaaD,,,,,anonymous,EN,,Yes,,Safari,15.4,Macintosh,1512x982,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,A few times a week / Daily,,arm1_control,62de97925b8d526ca0028123,62de97925b8d526ca0028123,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:18,7/26/2022 22:19,IP Address,100.0,52.0,True,7/26/2022 22:19,R_2dt1srTdJoxTWkh,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",Hispanic,Associate degree,38.0,Male,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,,,,True,False,7/26/2022 22:23,7/26/2022 22:24,IP Address,100.0,98.0,True,7/26/2022 22:24,R_2Y5npkoxR6U4q2V,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
24,2022-07-26 22:15:00,7/26/2022 22:19,IP Address,100,239,True,7/26/2022 22:19,R_3EQIR5j8vGBSoTn,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,390x844,Some,Angry,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,A few times a week / Daily,,arm1_control,62e093edbe362122f211a0e2,62e093edbe362122f211a0e2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:19,7/26/2022 22:20,IP Address,100.0,71.0,True,7/26/2022 22:20,R_2VR3doiH0DVVOS8,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)","High school degree or equivalent (e.g., GED)",19.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,,,,True,False,7/26/2022 22:24,7/26/2022 22:25,IP Address,100.0,78.0,True,7/26/2022 22:25,R_1mpVwLpey6A9yqH,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Some of the time,Often,"Yes, use the responses.",True,1,True
25,2022-07-26 22:16:00,7/26/2022 22:19,IP Address,100,218,True,7/26/2022 22:19,R_1OC3QHHq8EfpGYt,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a year,,arm4_interactive,5fd15934025b991384ef1116,5fd15934025b991384ef1116,0,0,Real,Click,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 22:24,7/26/2022 22:25,IP Address,100.0,55.0,True,7/26/2022 22:25,R_1nSJJB14cdvXgEK,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,38.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 22:28,7/26/2022 22:29,IP Address,100.0,93.0,True,7/26/2022 22:29,R_cUzojesfuX7ATjr,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
26,2022-07-26 22:16:00,7/26/2022 22:19,IP Address,100,238,True,7/26/2022 22:19,R_1SOyzEeSauHTSgh,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,CrOS x86_64 14695.85.0,1366x768,None at all,Angry,Never,Government should do more to solve problems.,Slightly Disagree,Strongly Disagree,Disagree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a year,,arm4_interactive,629642bfde2bf56c1ec2a420,629642bfde2bf56c1ec2a420,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/26/2022 22:23,7/26/2022 22:24,IP Address,100.0,42.0,True,7/26/2022 22:24,R_3Olas27QnZoRXkR,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),Other",Some college but no degree,36.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Real,,Details,True,True,7/26/2022 22:27,7/26/2022 22:29,IP Address,100.0,76.0,True,7/26/2022 22:29,R_8pFdd3Yzdu6hBNT,,,,,anonymous,EN,"Someone selling fraudulent goods or services,Other",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
27,2022-07-26 22:19:00,7/26/2022 22:25,IP Address,100,395,True,7/26/2022 22:25,R_vddbpb7PZJLwdhv,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1368x912,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Disagree,Once a month,,arm1_control,6111d9b2a1cae8c593eb0c52,6111d9b2a1cae8c593eb0c52,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 22:25,7/26/2022 22:28,IP Address,100.0,139.0,True,7/26/2022 22:28,R_3fNlT7tFN6PKwz6,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Bachelor degree,25.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Scam,,,Scam,,,Scam,,Details,True,True,7/26/2022 22:36,7/26/2022 22:37,IP Address,100.0,95.0,True,7/26/2022 22:37,R_1NyTfDT2VEh3B2t,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Often,"Yes, use the responses.",True,1,True
