,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
8,2022-07-24 19:44:00,7/24/2022 19:47,IP Address,100,179,True,7/24/2022 19:47,R_2EiAASfMMwQpUUq,,,,,anonymous,EN,,Yes,,Chrome iPad,103.0.5060.63,iPad,810x1080,None at all,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm1_control,61114ab144bfe39a305e049f,61114ab144bfe39a305e049f,3,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:47,7/24/2022 19:48,IP Address,100,52,True,7/24/2022 19:48,R_3dWU6U2BBBHPTnO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,27.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,Click,Details,Real,Click,,,,,Scam,,,True,False,7/24/2022 19:52,7/24/2022 19:54,IP Address,100.0,63.0,True,7/24/2022 19:54,R_1r0tRAkejtACiEI,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,2,2.0,0.0,Test Results are Incomplete,False,,24,False
14,2022-07-24 19:45:00,7/24/2022 19:49,IP Address,100,277,True,7/24/2022 19:49,R_2TSEpQc28XfU1kA,,,,,anonymous,EN,,Yes,,Safari,14.1.2,Macintosh,810x1080,Some,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm4_interactive,62dc6d329a5144ff8b61afb9,62dc6d329a5144ff8b61afb9,3,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/24/2022 19:54,7/24/2022 19:55,IP Address,100,56,True,7/24/2022 19:55,R_3gO8LpociGoGeke,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,35.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,,,,Real,,,True,False,7/24/2022 19:58,7/24/2022 20:00,IP Address,100.0,87.0,True,7/24/2022 20:00,R_2tseA4lgihaFDgN,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,3,3.0,0.0,Test Results are Incomplete,False,,24,False
18,2022-07-24 19:46:00,7/24/2022 19:53,IP Address,100,460,True,7/24/2022 19:53,R_4NIkSEOTWZvUo2l,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.134,Windows NT 10.0,2560x1440,Some,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,A few times a year,,arm4_interactive,5bdce26390edd30001c861a7,5bdce26390edd30001c861a7,3,0,Real,Click,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/24/2022 19:59,7/24/2022 20:00,IP Address,100,55,True,7/24/2022 20:00,R_3gXSC01EQxmYGo0,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",Hispanic,"High school degree or equivalent (e.g., GED)",23.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:04,7/24/2022 20:06,IP Address,100.0,102.0,True,7/24/2022 20:06,R_ROBMnoDalwUmMUx,,,,,anonymous,EN,,,,,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,False,False,4,3,4.0,0.0,Keep,False,False,24,False
15,2022-07-24 19:46:00,7/24/2022 19:50,IP Address,100,252,True,7/24/2022 19:50,R_3iIpD2zPrwdruzy,,,,,anonymous,EN,,Yes,,Firefox,101,Windows NT 10.0,1280x720,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,,Once a month,,arm1_control,61085557fe66994e665e6c8e,61085557fe66994e665e6c8e,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:50,7/24/2022 19:51,IP Address,100,85,True,7/24/2022 19:51,R_6FfmJDkXuYq3XmV,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,21.0,Female,True,Real,,,Real,Click,Details,Real,,,Real,,,Real,,Details,Scam,,,Scam,,Details,Scam,,,,,,Scam,,,True,False,7/24/2022 19:56,7/24/2022 19:58,IP Address,100.0,100.0,True,7/24/2022 19:58,R_qCRZmPaTm60YuzL,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,4,3.0,0.0,Test Results are Incomplete,False,,24,False
11,2022-07-24 19:46:00,7/24/2022 19:48,IP Address,100,126,True,7/24/2022 19:48,R_2zvI5ufFQ3nzG7v,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,,arm1_control,6109d84a9f635b4d71b64c1e,6109d84a9f635b4d71b64c1e,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:48,7/24/2022 19:50,IP Address,100,135,True,7/24/2022 19:50,R_R84UIeoGrcoLND3,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29.0,Female,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,True,False,False,0,4,,,No Test Results,False,,24,False
12,2022-07-24 19:46:00,7/24/2022 19:49,IP Address,100,152,True,7/24/2022 19:49,R_3hhY5SwdhVWtQE9,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,428x926,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,59434d1816fdce00011bd9f8,59434d1816fdce00011bd9f8,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,Details,Scam,Click,Details,True,True,7/24/2022 19:52,7/24/2022 19:53,IP Address,100,61,True,7/24/2022 19:53,R_3CQqOK4Npci7EOu,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,40.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,,,,Real,,,True,False,7/24/2022 19:55,7/24/2022 19:57,IP Address,100.0,90.0,True,7/24/2022 19:57,R_3PjZ5vmICPlgokZ,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,3,3.0,0.0,Test Results are Incomplete,False,,24,False
13,2022-07-24 19:46:00,7/24/2022 19:49,IP Address,100,188,True,7/24/2022 19:49,R_Zghika9zKHqMwOB,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1187x667,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Once a week,,arm1_control,62ddda5556d80cb75d1f9bee,62ddda5556d80cb75d1f9bee,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:49,7/24/2022 19:50,IP Address,100,64,True,7/24/2022 19:50,R_21AsqJIW2IGwwZI,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999","Native American, Native Hawaiian or Pacific Islander",Bachelor degree,23.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 19:54,7/24/2022 19:55,IP Address,100.0,76.0,True,7/24/2022 19:55,R_12QeLBhHlBlvVtr,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,Yes,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,3,2.0,0.0,Keep,False,False,24,False
16,2022-07-24 19:48:00,7/24/2022 19:52,IP Address,100,255,True,7/24/2022 19:52,R_3jU765ewWRCm2Sk,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm4_interactive,558b7506fdf99b21155f2bd7,558b7506fdf99b21155f2bd7,3,0,Real,,Details,Real,,,Scam,,Details,Real,Click,,Real,,,Real,,,Real,,Details,Scam,Click,Details,True,True,7/24/2022 19:57,7/24/2022 19:58,IP Address,100,33,True,7/24/2022 19:58,R_1f2hb8FLEVqMgKC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:03,7/24/2022 20:04,IP Address,100.0,60.0,True,7/24/2022 20:04,R_26bZRJVKli9jn3c,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,0,1.0,0.0,Keep,False,False,24,False
17,2022-07-24 19:48:00,7/24/2022 19:53,IP Address,100,285,True,7/24/2022 19:53,R_2xEMk3T08BfmT2a,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Agree,A few times a week / Daily,,arm1_control,60a13e67f4d344608ad4f178,60a13e67f4d344608ad4f178,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:53,7/24/2022 19:54,IP Address,100,77,True,7/24/2022 19:54,R_3GCZU3zzsoWimYC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Some college but no degree,32.0,Male,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 19:57,7/24/2022 19:59,IP Address,100.0,95.0,True,7/24/2022 19:59,R_2Yf97ci5PRH1wJi,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,3,3.0,0.0,Keep,False,False,24,False
30,2022-07-24 19:51:00,7/24/2022 20:01,IP Address,100,544,True,7/24/2022 20:01,R_RaghJCjKeTzj9h7,,,,,anonymous,EN,,Yes,,Chrome,102.0.5005.61,Macintosh,1440x900,Very little,Angry,Never,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Once a month,,arm4_interactive,60fd1acae31449364a5c1373,60fd1acae31449364a5c1373,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,Click,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/24/2022 20:09,7/24/2022 20:10,IP Address,100,83,True,7/24/2022 20:10,R_325ydkre0oL54Rq,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Some college but no degree,22.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,,True,True,7/24/2022 20:16,7/24/2022 20:18,IP Address,100.0,115.0,True,7/24/2022 20:18,R_2WMQidOPV4sglEq,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,Yes,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,True,False,4,4,4.0,0.0,Keep,False,False,24,False
20,2022-07-24 19:51:00,7/24/2022 19:55,IP Address,100,243,True,7/24/2022 19:55,R_3fxT7viAXRa5PG6,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,360x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm4_interactive,5f02444bdf28dd3ced120e0b,5f02444bdf28dd3ced120e0b,3,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/24/2022 19:58,7/24/2022 19:58,IP Address,100,43,True,7/24/2022 19:58,R_Z9SZbii2xR6jCz7,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Asian American or Asian,Some college but no degree,21.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:01,7/24/2022 20:02,IP Address,100.0,61.0,True,7/24/2022 20:02,R_3npzhvygr6GmDr4,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,2,1.0,0.0,Keep,False,False,24,False
22,2022-07-24 19:51:00,7/24/2022 19:56,IP Address,100,286,True,7/24/2022 19:56,R_Q039wWZc23ltiUx,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,412x892,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,,arm4_interactive,60e90f4266d9d0bf0a17d2bf,60e90f4266d9d0bf0a17d2bf,0,0,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/24/2022 19:59,7/24/2022 20:00,IP Address,100,41,True,7/24/2022 20:00,R_3RqHDys8KZOGFHq,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",Asian American or Asian,Associate degree,41.0,Other,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/24/2022 20:02,7/24/2022 20:03,IP Address,100.0,95.0,True,7/24/2022 20:03,R_1nPB2d9IICQrTKw,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,3,1,3.0,0.0,Keep,False,False,24,False
23,2022-07-24 19:52:00,7/24/2022 19:56,IP Address,100,196,True,7/24/2022 19:56,R_vMLxUzvFBj5Qkh3,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Some,Frustrated,Most of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Once a month,,arm1_control,5ee6b328e96056095324e6f5,5ee6b328e96056095324e6f5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:56,7/24/2022 19:56,IP Address,100,34,True,7/24/2022 19:56,R_27rIs7GcVvclSFe,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,35.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/24/2022 19:58,7/24/2022 19:58,IP Address,100.0,49.0,True,7/24/2022 19:58,R_DV1UBBaZVWHOleF,,,,,anonymous,EN,Someone claiming to be from the company where you work (but wasn't),No,,Not Sure,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,1,1.0,0.0,Keep,False,False,24,False
19,2022-07-24 19:52:00,7/24/2022 19:54,IP Address,100,101,True,7/24/2022 19:54,R_1MZeiiZiNqmqvcT,,,,,anonymous,EN,,Yes,,Safari,15.2,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Agree,Slightly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm1_control,62c3146c461653b7032a8cb9,62c3146c461653b7032a8cb9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:54,7/24/2022 19:55,IP Address,100,44,True,7/24/2022 19:55,R_1hWgHyQyHbgCU6H,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,23.0,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Real,,,True,True,7/24/2022 19:56,7/24/2022 19:57,IP Address,100.0,66.0,True,7/24/2022 19:57,R_3dXHX9kChksXh8C,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services,Other",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,2,2.0,0.0,Too Fast,False,,24,False
25,2022-07-24 19:53:00,7/24/2022 19:57,IP Address,100,204,True,7/24/2022 19:57,R_8jL16STRoGTIIqR,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Strongly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,A few times a year,,arm4_interactive,61071ccc7bbfb546048d8b82,61071ccc7bbfb546048d8b82,3,0,Real,,,Real,,,Scam,,Details,Real,Click,,Real,,,Real,,,Scam,,Details,Scam,,Details,True,True,7/24/2022 20:00,7/24/2022 20:00,IP Address,100,33,True,7/24/2022 20:00,R_DCpDYGORs1i65Wh,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,22.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Scam,,,Scam,,,Real,,,True,True,7/24/2022 20:04,7/24/2022 20:05,IP Address,100.0,56.0,True,7/24/2022 20:05,R_AtXvEjD6KGfwyw9,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,0,1.0,0.0,Keep,False,False,24,False
21,2022-07-24 19:53:00,7/24/2022 19:55,IP Address,100,115,True,7/24/2022 19:55,R_3GcXFyVs4im5JcY,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,384x854,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,A few times a year,,arm1_control,563abe99be9cac0005aab39f,563abe99be9cac0005aab39f,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/24/2022 19:55,7/24/2022 19:56,IP Address,100,40,True,7/24/2022 19:56,R_SMOEzM3P8zgLLl7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,45.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Real,,,True,True,7/24/2022 19:58,7/24/2022 19:58,IP Address,100.0,45.0,True,7/24/2022 19:58,R_BYyk6NBAbCm6Rix,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,1,0.0,0.0,Too Fast,False,,24,False
