StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,PID
7/24/2022 20:05,7/24/2022 20:07,IP Address,100,84,TRUE,7/24/2022 20:07,R_1ZFoo7G7rSGalqh,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5a6d0432d5d4cb0001d66aa1
7/24/2022 20:06,7/24/2022 20:07,IP Address,100,59,TRUE,7/24/2022 20:07,R_3fdGcZsdGn7UiCF,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5f3449937104763434c56067
7/24/2022 20:06,7/24/2022 20:07,IP Address,100,61,TRUE,7/24/2022 20:07,R_Rmn7pNMStE6YuOJ,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",62dc62a4a898b6caf66c299d
7/24/2022 20:07,7/24/2022 20:08,IP Address,100,42,TRUE,7/24/2022 20:08,R_VVfGQ79B9MArbpv,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60feca36e5108a79aa93f5ad
7/24/2022 20:07,7/24/2022 20:08,IP Address,100,50,TRUE,7/24/2022 20:08,R_3w4qQuPR45POTxD,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,Yes,Often,Often,Often,"Yes, use the responses.",614f297f566989948fc108ad
7/24/2022 20:08,7/24/2022 20:08,IP Address,100,49,TRUE,7/24/2022 20:08,R_TuZ1L3ffRZJJu25,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",62db795b4a113cbafab4a4ce
7/24/2022 20:07,7/24/2022 20:09,IP Address,100,65,TRUE,7/24/2022 20:09,R_1CjTolkyP1FKCak,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",61643da0ffad2d01e7b988b5
7/24/2022 20:08,7/24/2022 20:09,IP Address,100,31,TRUE,7/24/2022 20:09,R_3NKGuga0HDEIMQB,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",560ff9897ffc8a000f8112ff
7/24/2022 20:08,7/24/2022 20:09,IP Address,100,66,TRUE,7/24/2022 20:09,R_1guq5HZx0r5peFa,,,,,anonymous,EN,Other,No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",62bc7cc9df0899cedbbca571
7/24/2022 20:08,7/24/2022 20:10,IP Address,100,79,TRUE,7/24/2022 20:10,R_1C2NEvOdUFVH73o,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5c070a6576781b0001c82633
7/24/2022 20:08,7/24/2022 20:10,IP Address,100,97,TRUE,7/24/2022 20:10,R_XHsn5oPV7boqY01,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5ea5af918f52a85a290fbf18
7/24/2022 20:09,7/24/2022 20:10,IP Address,100,65,TRUE,7/24/2022 20:10,R_SOVjipqU1waYgtX,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Often,Some of the time,Hardly ever,"Yes, use the responses.",5f7cea30ebb5ac1a8a11569a
7/24/2022 20:10,7/24/2022 20:11,IP Address,100,48,TRUE,7/24/2022 20:11,R_2pSsAB4IJ2HUYUK,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e8cf43fbf65bf0bdfe15296
7/24/2022 20:10,7/24/2022 20:12,IP Address,100,82,TRUE,7/24/2022 20:12,R_11i2PBSNSIqCQza,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",5588d00bfdf99b304dd47ceb
7/24/2022 20:11,7/24/2022 20:12,IP Address,100,35,TRUE,7/24/2022 20:12,R_2qCRmAMMcJAVL2Q,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60fcd720aec8e3a2bdc414a9
7/24/2022 20:13,7/24/2022 20:16,IP Address,100,155,TRUE,7/24/2022 20:16,R_rrrenOzVfdoJyy5,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6108460bb3bef45147f4937f
7/24/2022 20:15,7/24/2022 20:16,IP Address,100,35,TRUE,7/24/2022 20:16,R_2eOnyU9pkOWg7YT,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",616b2966d0aee4f9879a656b
7/24/2022 20:14,7/24/2022 20:16,IP Address,100,112,TRUE,7/24/2022 20:16,R_3r2QYo2Svv8VPkF,,,,,anonymous,EN,,,,,Yes,Often,Some of the time,Some of the time,"Yes, use the responses.",614f7e5928090e074d045714
7/24/2022 20:12,7/24/2022 20:16,IP Address,100,230,TRUE,7/24/2022 20:16,R_12f4dw3hMd4oUTc,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62d59223edd51db9cf85d68d
7/24/2022 20:15,7/24/2022 20:17,IP Address,100,89,TRUE,7/24/2022 20:17,R_1GB0JSXTPGV7EDI,,,,,anonymous,EN,Other,No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",610080ad2ac3f5037a48d318
7/24/2022 20:16,7/24/2022 20:17,IP Address,100,53,TRUE,7/24/2022 20:17,R_ZmWquwkNsG0RX8d,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62d824dbb3463cc4de759f40
7/24/2022 20:17,7/24/2022 20:18,IP Address,100,30,TRUE,7/24/2022 20:18,R_1KxJwYISR6PaYfg,,,,,anonymous,EN,Someone claiming to be from the company where you work (but wasn't),No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5e0f51826f6d3e66045b8feb
7/24/2022 20:17,7/24/2022 20:18,IP Address,100,50,TRUE,7/24/2022 20:18,R_3m9POZ7w9qwrFIq,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5bf350a017a7de0001cf746a
7/24/2022 20:16,7/24/2022 20:18,IP Address,100,115,TRUE,7/24/2022 20:18,R_2WMQidOPV4sglEq,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,Yes,No,Some of the time,Often,Often,"Yes, use the responses.",60fd1acae31449364a5c1373
7/24/2022 20:17,7/24/2022 20:18,IP Address,100,74,TRUE,7/24/2022 20:18,R_1QMBLWefqVl6krM,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5c071dcf711f240001767fdf
7/24/2022 20:18,7/24/2022 20:19,IP Address,100,46,TRUE,7/24/2022 20:19,R_DCuLYZPI14eGD2p,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",590eb4006d77630001d3a28a
7/24/2022 20:18,7/24/2022 20:19,IP Address,100,43,TRUE,7/24/2022 20:19,R_1FFkX5T3Cv5V2a7,,,,,anonymous,EN,,,,,No,Hardly ever,Often,Often,"Yes, use the responses.",60fcdad83c7ac37b85877164
7/24/2022 20:18,7/24/2022 20:19,IP Address,100,65,TRUE,7/24/2022 20:19,R_1pzYKRcKLo98W3T,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",60ffa6897fb3a9fe511b34d1
7/24/2022 20:19,7/24/2022 20:20,IP Address,100,49,TRUE,7/24/2022 20:20,R_pAdBr1UZdCnlJkJ,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Often,Often,Often,"Yes, use the responses.",60220af9eeca542c5042d457
7/24/2022 20:18,7/24/2022 20:20,IP Address,100,134,TRUE,7/24/2022 20:20,R_1QfqmHuaWJT5Qih,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60652e0a60b1c2e3277cd6fd
7/24/2022 20:20,7/24/2022 20:21,IP Address,100,55,TRUE,7/24/2022 20:21,R_3HFvmTewOyGGXXz,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",58715595a346230001067a30
7/24/2022 20:22,7/24/2022 20:23,IP Address,100,77,TRUE,7/24/2022 20:23,R_12EZjs72U9zrVoT,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",614dec5b20e5ff51eec1fbb3
7/24/2022 20:26,7/24/2022 20:27,IP Address,100,48,TRUE,7/24/2022 20:27,R_OoGpOa3D29MjKmJ,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5be299deca095c0001ba3035
7/24/2022 20:27,7/24/2022 20:28,IP Address,100,52,TRUE,7/24/2022 20:28,R_3RqOOPjyHqEYK3l,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Often,Often,Often,"Yes, use the responses.",6108cf43ced91eae8decfb72
7/24/2022 20:26,7/24/2022 20:29,IP Address,100,140,TRUE,7/24/2022 20:29,R_1Hcs2X5SINJb4kk,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",62ddd61a0d34cd54cc24da0e
7/24/2022 20:29,7/24/2022 20:29,IP Address,100,45,TRUE,7/24/2022 20:29,R_3r2Sm6IBVK7StPO,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5e6c0b0fede0271d08d1a3cd
7/24/2022 20:29,7/24/2022 20:30,IP Address,100,95,TRUE,7/24/2022 20:30,R_2AZ6bNmetMu938B,,,,,anonymous,EN,,,,,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",62b0b4aa5eabb603ddf7bb58
7/24/2022 20:29,7/24/2022 20:30,IP Address,100,86,TRUE,7/24/2022 20:30,R_3Jab8qEXO47MAfS,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Often,Some of the time,"Yes, use the responses.",60bea43aa26919517334ed4a
7/24/2022 20:30,7/24/2022 20:31,IP Address,100,49,TRUE,7/24/2022 20:31,R_2X4pjBBxCdeIRcj,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",611c5e40b04f7302ae826235
7/24/2022 20:31,7/24/2022 20:31,IP Address,100,45,TRUE,7/24/2022 20:31,R_3nUddiXSJGEfxeq,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",56276efbddff3c0005bcda9c
7/24/2022 20:29,7/24/2022 20:32,IP Address,100,155,TRUE,7/24/2022 20:32,R_337NTvUR8J1yOTV,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62d55884dab921b8f29f5da6
7/24/2022 20:31,7/24/2022 20:32,IP Address,100,58,TRUE,7/24/2022 20:32,R_1DGstMko2z7D6ss,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5a6fd0626923df0001ef977b
7/24/2022 20:30,7/24/2022 20:33,IP Address,100,135,TRUE,7/24/2022 20:33,R_1DN2sbm8BXXBg13,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,Not Sure,No,Often,Some of the time,Some of the time,"Yes, use the responses.",62d9e64afe933895691d1ca7
7/24/2022 20:32,7/24/2022 20:33,IP Address,100,53,TRUE,7/24/2022 20:33,R_1IixILjneRRMVc6,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5d1d0270601cd7000172942f
7/24/2022 20:31,7/24/2022 20:33,IP Address,100,100,TRUE,7/24/2022 20:33,R_RE0MqzLfZeSpfjj,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",62a0294e78bac60d6f9c49df
7/24/2022 20:32,7/24/2022 20:34,IP Address,100,106,TRUE,7/24/2022 20:34,R_xsix8XMlUhkjTvr,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62dc7d700473e39d938e9050
7/24/2022 20:33,7/24/2022 20:35,IP Address,100,79,TRUE,7/24/2022 20:35,R_3iVZo0nW6ZTyEYu,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Often,Some of the time,Often,"Yes, use the responses.",62b674f342eb19fc64ed0646
7/24/2022 20:35,7/24/2022 20:36,IP Address,100,72,TRUE,7/24/2022 20:36,R_2qDTB5hjqlrl9x4,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62ccc0f484e96e461e7bc3b9
7/24/2022 20:35,7/24/2022 20:37,IP Address,100,85,TRUE,7/24/2022 20:37,R_27DbPrbfnyc3trq,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62dc94a2a0ed4ccac4e44c76
7/24/2022 20:35,7/24/2022 20:37,IP Address,100,109,TRUE,7/24/2022 20:37,R_2tFkcNkudRN9cyB,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Often,"Yes, use the responses.",5f4966420471864c5533666f
7/24/2022 20:37,7/24/2022 20:41,IP Address,100,199,TRUE,7/24/2022 20:41,R_dmMt84I8RqUQ62d,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62ca4ad19cb17ebe5531e04f
7/24/2022 20:38,7/24/2022 20:42,IP Address,100,239,TRUE,7/24/2022 20:42,R_2t44xUPIxQjMiKd,,,,,anonymous,EN,Other,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5edad5d3b940fe72e6c321ac
7/24/2022 20:53,7/24/2022 20:55,IP Address,100,131,TRUE,7/24/2022 20:55,R_PCotjQ2gV5p4t8d,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",612c6bd26f5f81c5765989d9
7/24/2022 20:54,7/24/2022 20:56,IP Address,100,148,TRUE,7/24/2022 20:56,R_1IsjwCi5jjDjulD,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62dc724a81d480ebbc0dcb43
