,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,Duration (in seconds)_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,Duration (in seconds)_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave
1569,2022-07-30 08:30:00,7/30/2022 8:34,IP Address,100,214,True,7/30/2022 8:34,R_2YPvgGJXVBBEVHN,,,,,anonymous,EN,,Yes,,Safari iPhone,Unknown,iPhone,428x926,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Agree,Disagree,Disagree,Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,A few times a week / Daily,,arm3_tips,6157a19a19a618c6119bf7d7,6157a19a19a618c6119bf7d7,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:34,7/30/2022 8:35,IP Address,100.0,93.0,True,7/30/2022 8:35,R_2RQdZUj2fNsiPs1,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,52.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,,,,True,False,7/30/2022 8:40,7/30/2022 8:40,IP Address,100.0,47.0,True,7/30/2022 8:40,R_1OAW9bxmVUslvyz,,,,,anonymous,EN,Other,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1570,2022-07-30 08:31:00,7/30/2022 8:34,IP Address,100,196,True,7/30/2022 8:34,R_2dXyQlSGZJbrZLz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm1_control,60fe1f50d7381139258f29a7,60fe1f50d7381139258f29a7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:34,7/30/2022 8:35,IP Address,100.0,61.0,True,7/30/2022 8:35,R_SCbU8xN9d1DlPGx,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,24.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Scam,Click,Details,Real,,,Scam,,,True,True,7/30/2022 8:40,7/30/2022 8:41,IP Address,100.0,77.0,True,7/30/2022 8:41,R_1Iaxv074Bqa5DgT,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1571,2022-07-30 08:28:00,7/30/2022 8:34,IP Address,100,353,True,7/30/2022 8:34,R_10oNI3cVaYixv26,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Once a week,,arm3_tips,5b10222db9cf7d00016ee0ec,5b10222db9cf7d00016ee0ec,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:34,7/30/2022 8:36,IP Address,100.0,77.0,True,7/30/2022 8:36,R_3CI0XY5oZkvNcpw,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,29.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/30/2022 8:40,7/30/2022 8:42,IP Address,100.0,103.0,True,7/30/2022 8:42,R_28P7fmsIoS4hFrl,,,,,anonymous,EN,Other,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1572,2022-07-30 08:32:00,7/30/2022 8:34,IP Address,100,165,True,7/30/2022 8:34,R_1nVDuUUNmfgh8fz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,412x877,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a month,,arm4_interactive,5f9b701704aa55229049cee0,5f9b701704aa55229049cee0,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,True,True,7/30/2022 8:37,7/30/2022 8:38,IP Address,100.0,65.0,True,7/30/2022 8:38,R_1lahnkFAsBjR0nZ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Associate degree,42.0,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/30/2022 8:39,7/30/2022 8:41,IP Address,100.0,77.0,True,7/30/2022 8:41,R_3CNw6HbhBiUJYL7,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1573,2022-07-30 08:31:00,7/30/2022 8:34,IP Address,100,203,True,7/30/2022 8:34,R_3PHn2rgCcpI4t4d,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,414x896,Very little,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm3_tips,60ffb32308301788a2449053,60ffb32308301788a2449053,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:34,7/30/2022 8:35,IP Address,100.0,37.0,True,7/30/2022 8:35,R_23eECHebF4BjUUd,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999",Hispanic,Some college but no degree,20.0,Female,True,Real,,,Real,,,Scam,Click,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,,,,True,False,7/30/2022 8:37,7/30/2022 8:38,IP Address,100.0,66.0,True,7/30/2022 8:38,R_12Aa4c5TBL0J66m,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1574,2022-07-30 08:28:00,7/30/2022 8:34,IP Address,100,365,True,7/30/2022 8:34,R_2COn3R3lMHgNwqp,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.71,Windows NT 10.0,1366x768,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,A few times a year,,arm2_generalinfo,62cd9b920ed1b7c1648818d3,62cd9b920ed1b7c1648818d3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:34,7/30/2022 8:36,IP Address,100.0,92.0,True,7/30/2022 8:36,R_1qeOZe1FVau8AkD,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,75.0,Female,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 8:47,7/30/2022 8:49,IP Address,100.0,122.0,True,7/30/2022 8:49,R_1GEq4pH0EiXQRBd,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,21,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True
1575,2022-07-30 08:32:00,7/30/2022 8:35,IP Address,100,172,True,7/30/2022 8:35,R_3EmvOqxwUs9uNpg,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.77,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Once a week,,arm3_tips,5ed9df4296035b58dce21946,5ed9df4296035b58dce21946,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:35,7/30/2022 8:36,IP Address,100.0,92.0,True,7/30/2022 8:36,R_BXKsBEqPLVt9dUl,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,25.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 8:38,7/30/2022 8:39,IP Address,100.0,57.0,True,7/30/2022 8:39,R_2TzbGmiRSQb3NmA,,,,,anonymous,EN,Other,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1576,2022-07-30 08:32:00,7/30/2022 8:35,IP Address,100,162,True,7/30/2022 8:35,R_1hR4U6Z1vTCJI7L,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,A few times a week / Daily,,arm1_control,5d4254db5b2c430001418a3c,5d4254db5b2c430001418a3c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:35,7/30/2022 8:36,IP Address,100.0,43.0,True,7/30/2022 8:36,R_2BniLIJlkfjvj9a,,,,,anonymous,EN,"Not employed, NOT looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,39.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/30/2022 8:38,7/30/2022 8:40,IP Address,100.0,67.0,True,7/30/2022 8:40,R_3M36TusyKmOQRjG,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1577,2022-07-30 08:32:00,7/30/2022 8:35,IP Address,100,180,True,7/30/2022 8:35,R_3nShn64BFrjqczs,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,390x844,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Agree,Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Disagree,Slightly Agree,Slightly Disagree,Once a week,,arm2_generalinfo,60fdcfd7522add53e0606d56,60fdcfd7522add53e0606d56,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:35,7/30/2022 8:36,IP Address,100.0,49.0,True,7/30/2022 8:36,R_3m2EUZ8U7FAdmE6,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,31.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,Click,,Real,,Details,Real,,,Real,,,,,,True,False,7/30/2022 8:42,7/30/2022 8:43,IP Address,100.0,58.0,True,7/30/2022 8:43,R_3lF7wCTWMDvcdA2,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True
1578,2022-07-30 08:29:00,7/30/2022 8:36,IP Address,100,380,True,7/30/2022 8:36,R_1C1iYC2Tuw4crZF,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm4_interactive,6101dc4f5886c55e15784992,6101dc4f5886c55e15784992,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/30/2022 8:41,7/30/2022 8:42,IP Address,100.0,55.0,True,7/30/2022 8:42,R_3CO8wyoH1t6cUcq,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,29.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 8:47,7/30/2022 8:48,IP Address,100.0,70.0,True,7/30/2022 8:48,R_Z2BDbUdmdve8jKh,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1579,2022-07-30 08:28:00,7/30/2022 8:36,IP Address,100,474,True,7/30/2022 8:36,R_xuD04wAIzpfgqNH,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,428x926,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Once a month,,arm2_generalinfo,60fedb22a2bf9052880e2f1e,60fedb22a2bf9052880e2f1e,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:36,7/30/2022 8:37,IP Address,100.0,43.0,True,7/30/2022 8:37,R_2AEevgwtDPXEAGL,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,25.0,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,,,,True,False,7/30/2022 8:39,7/30/2022 8:40,IP Address,100.0,61.0,True,7/30/2022 8:40,R_3ExVNw5o986iMAL,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1580,2022-07-30 08:33:00,7/30/2022 8:36,IP Address,100,167,True,7/30/2022 8:36,R_10uQ4vuUzdpQFS0,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,414x896,Very little,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Once a week,,arm3_tips,60f8d9621d5d71645a1cd5a7,60f8d9621d5d71645a1cd5a7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:36,7/30/2022 8:37,IP Address,100.0,40.0,True,7/30/2022 8:37,R_1LXn3uoKtZbXMle,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,41.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,,,,True,False,7/30/2022 8:38,7/30/2022 8:39,IP Address,100.0,58.0,True,7/30/2022 8:39,R_3GCfCmc7eHbSr9a,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1581,2022-07-30 08:22:00,7/30/2022 8:37,IP Address,100,870,True,7/30/2022 8:37,R_27rR5FZvCLuN5NI,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Once a week,,arm1_control,5efaffccf90911000c95a3cb,5efaffccf90911000c95a3cb,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:37,7/30/2022 8:37,IP Address,100.0,35.0,True,7/30/2022 8:37,R_1LI3Es8exp7kQW4,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,31.0,Male,True,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,True,True,7/30/2022 8:43,7/30/2022 8:46,IP Address,100.0,202.0,True,7/30/2022 8:46,R_3MMsLdl0JhEk4Kw,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1582,2022-07-30 08:35:00,7/30/2022 8:37,IP Address,100,102,True,7/30/2022 8:37,R_qCy595OQp5FL82J,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Agree,Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,5e794f94cd742b5121734d4c,5e794f94cd742b5121734d4c,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:37,7/30/2022 8:38,IP Address,100.0,37.0,True,7/30/2022 8:38,R_2YhrowkZ9d65oCT,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",Asian American or Asian,Bachelor degree,22.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 8:40,7/30/2022 8:41,IP Address,100.0,35.0,True,7/30/2022 8:41,R_2737Nr48FlOwq2Z,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
1583,2022-07-30 08:35:00,7/30/2022 8:37,IP Address,100,138,True,7/30/2022 8:37,R_Y4EcJZV5MSRhvmF,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.77,Windows NT 10.0,1920x1080,Some,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm4_interactive,5cdad620eae6f70019d4e950,5cdad620eae6f70019d4e950,3,0,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,Real,,Details,Scam,,Details,True,True,7/30/2022 8:40,7/30/2022 8:40,IP Address,100.0,21.0,True,7/30/2022 8:40,R_1FJwzvBlXUheFFZ,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,33.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 8:42,7/30/2022 8:43,IP Address,100.0,39.0,True,7/30/2022 8:43,R_1Hek77SZoGDHz3y,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,100,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
1584,2022-07-30 08:32:00,7/30/2022 8:37,IP Address,100,298,True,7/30/2022 8:37,R_3O2pNahFYteAulm,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some,Basically content,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Once a week,,arm2_generalinfo,5eef99e5ba5947487c3c5f8b,5eef99e5ba5947487c3c5f8b,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:37,7/30/2022 8:39,IP Address,100.0,96.0,True,7/30/2022 8:39,R_3U86eeZtIVKNKBr,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",Asian American or Asian,"High school degree or equivalent (e.g., GED)",18.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Scam,,,True,True,7/30/2022 8:46,7/30/2022 8:47,IP Address,100.0,65.0,True,7/30/2022 8:47,R_31TcsJAXuipgBRH,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True
1585,2022-07-30 08:35:00,7/30/2022 8:39,IP Address,100,250,True,7/30/2022 8:39,R_1ojqyu51ThlgOjr,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,5d730005f8d3110018849c01,5d730005f8d3110018849c01,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:39,7/30/2022 8:40,IP Address,100.0,52.0,True,7/30/2022 8:40,R_3QKKIZBQYD1Dw51,,,,,anonymous,EN,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",37.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 8:44,7/30/2022 8:45,IP Address,100.0,61.0,True,7/30/2022 8:45,R_22XsUV3XIRqFbL2,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True
