,StartDate,EndDate,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_Scam,percentCorrect_Real
130,2022-07-30 08:22:00,7/30/2022 8:24,100,114,True,7/30/2022 8:24,R_21BbD3c11P51cLy,,,Yes,,Firefox,103,Windows NT 10.0,2560x1440,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a month,,arm2_generalinfo,62e312aee45289e0d840f825,62e312aee45289e0d840f825,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:24,7/30/2022 8:24,100.0,25.0,True,7/30/2022 8:24,R_1kTw8fh8pLywOwr,"Not employed, looking for work","$40,000 - $59,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Associate degree,26.0,Male,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,7/30/2022 8:27,7/30/2022 8:28,100.0,53.0,True,7/30/2022 8:28,R_3ERT6r0XLHG4Cc1,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,0,0.0,1.0,0.0,Keep,False,False,24,False,60.0,B,U,14,26.0,0.0,676.0,4.0943445622221,False,True,True,True,False,0.0,9.0,4.6,3.875,4,2.0,6,3,0,5,1,2,3,1,0,4,2,1,1,2,1,8,1,1,True,False,True,True,True,False,False,True,True,False,True,60.0,50.0,75.0,50.0,66.66666666666666,50.0,20.0,100.0
138,2022-07-30 08:23:00,7/30/2022 8:27,100,232,True,7/30/2022 8:27,R_09grFBh9CJgf36p,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm4_interactive,62e3f5299d020c659c98e8dd,62e3f5299d020c659c98e8dd,3,0,Real,,,Real,Click,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Scam,Click,Details,True,True,7/30/2022 8:32,7/30/2022 8:32,100.0,50.0,True,7/30/2022 8:32,R_2zCG9ZBGZvS0Csr,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",18.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 8:36,7/30/2022 8:37,100.0,58.0,True,7/30/2022 8:37,R_2TNnfuHiZyyNPVX,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,2,2.0,1.0,0.0,Keep,False,False,24,False,10.0,W,U,12,18.0,0.0,324.0,2.302585092994046,False,True,True,True,False,0.0,8.0,3.7,5.0,4,2.0,10,0,0,5,5,4,4,2,0,6,4,2,2,2,2,5,5,0,True,True,True,True,True,True,True,True,True,True,False,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
136,2022-07-30 08:23:00,7/30/2022 8:26,100,190,True,7/30/2022 8:26,R_BFItBn8i1ehYBy1,,,Yes,,Firefox iPhone,102.2,iPhone,414x896,None at all,Angry,Never,Government should do more to solve problems.,Agree,Slightly Agree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm1_control,60e7044ddc2523fab6cbc0cd,60e7044ddc2523fab6cbc0cd,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:26,7/30/2022 8:26,100.0,36.0,True,7/30/2022 8:26,R_yLaMPWqiBjbpzpv,"Employed, working 1-29 hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,30.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,,,,True,False,7/30/2022 8:31,7/30/2022 8:31,100.0,48.0,True,7/30/2022 8:31,R_3lFkjlE8kP7cUNE,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Hardly ever,Often,"Yes, use the responses.",True,1,True,1,1.0,0.0,0.0,Keep,False,False,24,False,10.0,W,U,16,30.0,1.0,900.0,2.302585092994046,False,False,True,True,False,0.0,5.0,3.6,4.875,5,1.6666666666666667,4,4,1,4,0,2,2,0,0,2,2,1,1,1,1,8,1,1,True,False,True,False,True,False,False,True,False,False,True,40.0,50.0,50.0,0.0,33.33333333333333,50.0,0.0,80.0
133,2022-07-30 08:24:00,7/30/2022 8:25,100,117,True,7/30/2022 8:25,R_31nIZhetZc1s7uh,,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a month,,arm3_tips,60e49c6274c1be146fa85140,60e49c6274c1be146fa85140,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:25,7/30/2022 8:26,100.0,37.0,True,7/30/2022 8:26,R_1OUJTLfuTNEHfyR,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,30.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/30/2022 8:30,7/30/2022 8:30,100.0,41.0,True,7/30/2022 8:30,R_Zz48LremRHRNgzv,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,0,1.0,0.0,0.0,Keep,False,False,24,False,90.0,W,E,18,30.0,1.0,900.0,4.499809670330265,True,True,True,True,False,0.0,7.0,5.7,2.25,4,1.0,8,1,1,4,4,3,4,1,0,4,4,1,2,2,2,5,5,0,True,True,True,True,True,True,False,True,False,True,False,80.0,75.0,100.0,50.0,66.66666666666666,100.0,80.0,80.0
139,2022-07-30 08:24:00,7/30/2022 8:27,100,170,True,7/30/2022 8:27,R_3pasn7hwpZ2QaOp,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,6165a8ee6dde7ff6f4b22e6f,6165a8ee6dde7ff6f4b22e6f,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:27,7/30/2022 8:28,100.0,47.0,True,7/30/2022 8:28,R_1FkRnx8HLCWe2fD,"Employed, working 30 or more hours per week","$20,000 - $39,999",African American or African (Non-Hispanic),Some college but no degree,32.0,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 8:30,7/30/2022 8:31,100.0,69.0,True,7/30/2022 8:31,R_2rkLsseXwIhLt5H,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,2.0,2.0,0.0,Keep,False,False,24,False,30.0,B,E,13,32.0,1.0,1024.0,3.4011973816621555,False,False,True,True,False,0.0,8.0,4.2,3.125,4,1.0,8,2,0,5,3,3,3,2,0,5,3,1,2,2,1,7,3,0,True,True,True,True,True,False,False,True,True,True,False,80.0,75.0,75.0,100.0,83.33333333333334,75.0,60.0,100.0
153,2022-07-30 08:24:00,7/30/2022 8:31,100,442,True,7/30/2022 8:31,R_3MKJIMMX79rqd93,,,Yes,,Safari,14.1.2,Macintosh,1280x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,,arm3_tips,62cee53b758aa3f34213393b,62cee53b758aa3f34213393b,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:31,7/30/2022 8:32,100.0,66.0,True,7/30/2022 8:32,R_3fNX2EiiS4vQ5t3,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,30.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Real,,,,,,True,False,7/30/2022 8:38,7/30/2022 8:39,100.0,56.0,True,7/30/2022 8:39,R_2Pj5vh2M9IHbgkA,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,No,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,4,3.0,1.0,0.0,Keep,False,False,24,False,30.0,W,E,18,30.0,0.0,900.0,3.4011973816621555,False,True,False,True,False,0.0,9.0,5.2,5.625,4,1.3333333333333333,7,2,0,5,2,3,3,1,0,4,3,1,2,2,1,7,2,1,True,True,True,True,True,False,False,True,True,False,True,70.0,75.0,75.0,50.0,66.66666666666666,75.0,40.0,100.0
152,2022-07-30 08:25:00,7/30/2022 8:30,100,308,True,7/30/2022 8:30,R_qDfCyHxGFwbE0Zb,,,Yes,,Chrome,103.0.0.0,Android 12,412x892,Some,Angry,Only some of the time,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Disagree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm2_generalinfo,60fe21d7301f49dfc4aa5f3a,60fe21d7301f49dfc4aa5f3a,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:30,7/30/2022 8:32,100.0,95.0,True,7/30/2022 8:32,R_p0nd0lke1OHRR6N,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,34.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/30/2022 8:33,7/30/2022 8:34,100.0,63.0,True,7/30/2022 8:34,R_31WLlDYlp1Trsdz,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Often,Often,Often,"Yes, use the responses.",True,1,True,3,4.0,2.0,0.0,Keep,False,False,24,False,60.0,W,E,16,34.0,1.0,1156.0,4.0943445622221,False,True,True,True,False,0.0,8.0,3.2,1.75,5,3.0,5,4,1,4,1,1,2,2,0,3,2,0,1,1,1,8,2,0,True,False,True,False,True,False,False,False,True,True,False,50.0,25.0,50.0,100.0,50.0,50.0,20.0,80.0
144,2022-07-30 08:25:00,7/30/2022 8:29,100,184,True,7/30/2022 8:29,R_2cwjYVldgOudiVQ,,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.99.0,1366x768,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Disagree,Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Disagree,,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Once a week,,arm2_generalinfo,56514c84715ff50011a43878,56514c84715ff50011a43878,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:29,7/30/2022 8:29,100.0,48.0,True,7/30/2022 8:29,R_1obt5Zuk91dnNFV,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,35.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/30/2022 8:32,7/30/2022 8:33,100.0,66.0,True,7/30/2022 8:33,R_BX0NiSiXE5vsXDP,Someone selling fraudulent goods or services,Yes,50,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,2.0,2.0,0.0,Keep,False,False,24,False,70.0,W,E,13,35.0,1.0,1225.0,4.248495242049359,False,False,True,True,True,50.0,6.0,,5.375,5,1.0,6,3,1,4,2,2,3,1,0,3,3,1,1,1,2,7,3,0,True,False,True,False,True,True,False,True,False,True,False,60.0,50.0,75.0,50.0,50.0,75.0,40.0,80.0
141,2022-07-30 08:25:00,7/30/2022 8:27,100,118,True,7/30/2022 8:27,R_1Nq32AUugLxARyb,,,Yes,,Safari iPhone,15.4,iPhone,414x896,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,A few times a week / Daily,,arm2_generalinfo,60fe2c4662ca0c1aa5e6016a,60fe2c4662ca0c1aa5e6016a,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:27,7/30/2022 8:28,100.0,46.0,True,7/30/2022 8:28,R_XXvwm9IjmXmoNuV,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,28.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 8:29,7/30/2022 8:30,100.0,49.0,True,7/30/2022 8:30,R_3LhTM92cey9gDKH,Other,No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,0,2.0,0.0,0.0,Keep,False,False,24,False,90.0,W,E,18,28.0,1.0,784.0,4.499809670330265,False,False,False,True,False,0.0,8.0,5.6,4.375,6,1.3333333333333333,5,3,2,3,2,1,3,1,0,2,3,0,1,1,2,6,4,0,True,False,True,False,True,True,False,False,False,True,False,50.0,25.0,75.0,50.0,33.33333333333333,75.0,40.0,60.0
164,2022-07-30 08:26:00,7/30/2022 8:34,100,437,True,7/30/2022 8:34,R_1DIoqnrd9l1n0yc,,,Yes,,Chrome,98.0.4758.101,Android 12,412x915,Quite a lot,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly Disagree,Disagree,A few times a year,,arm2_generalinfo,5f07e040943fa520130a9f9b,5f07e040943fa520130a9f9b,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:34,7/30/2022 8:36,100.0,144.0,True,7/30/2022 8:36,R_3exLkUruzXrVrU0,"Employed, working 1-29 hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Associate degree,56.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/30/2022 8:43,7/30/2022 8:45,100.0,151.0,True,7/30/2022 8:45,R_popm8MtplLhDMBj,"Someone otherwise claiming to be from an organization or group they weren't really from,Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,4.0,4.0,0.0,Keep,False,False,24,False,70.0,W,U,14,56.0,1.0,3136.0,4.248495242049359,False,False,True,True,False,0.0,8.0,2.5,3.25,3,1.0,8,2,0,5,3,3,3,2,0,4,4,1,2,1,2,7,3,0,True,True,True,False,True,True,False,True,True,True,False,80.0,75.0,75.0,100.0,66.66666666666666,100.0,60.0,100.0
160,2022-07-30 08:26:00,7/30/2022 8:32,100,408,True,7/30/2022 8:32,R_9Ge8EP5WQjppxrb,,,Yes,,Firefox,103,Windows NT 10.0,1344x840,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm3_tips,6289f7ba725b22f93374725e,6289f7ba725b22f93374725e,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:32,7/30/2022 8:34,100.0,70.0,True,7/30/2022 8:34,R_2rj4x6ko09fu6lt,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",30.0,Male,True,Real,,,Real,,Details,Real,Click,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,,,,True,False,7/30/2022 8:41,7/30/2022 8:43,100.0,98.0,True,7/30/2022 8:43,R_215MDYmojK9lXJT,Someone claiming to be from another government agency (but wasn't),No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,4,3.0,3.0,0.0,Keep,False,False,24,False,70.0,W,U,12,30.0,0.0,900.0,4.248495242049359,False,True,False,True,False,0.0,8.0,3.6,4.0,3,3.0,5,3,1,4,1,2,3,0,0,3,2,1,1,2,1,7,2,1,True,False,True,True,True,False,False,True,False,False,True,50.0,50.0,75.0,0.0,50.0,50.0,20.0,80.0
150,2022-07-30 08:26:00,7/30/2022 8:30,100,266,True,7/30/2022 8:30,R_1JK1M5phkbhi0Qs,,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Once a month,,arm3_tips,5a0071766e1ea9000124db35,5a0071766e1ea9000124db35,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:30,7/30/2022 8:31,100.0,55.0,True,7/30/2022 8:31,R_33BvNuGbLEcMEZQ,Retired,"$80,000 - $99,999",White or Caucasian (Non-Hispanic),Some college but no degree,54.0,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,Details,Scam,,,Scam,,,True,True,7/30/2022 8:39,7/30/2022 8:40,100.0,75.0,True,7/30/2022 8:40,R_9sQcR34cq2PDus9,"Someone claiming to be from the IRS (but wasn't),Other",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,2.0,2.0,0.0,Keep,False,False,24,False,90.0,W,R,13,54.0,0.0,2916.0,4.499809670330265,False,True,False,True,False,0.0,9.0,5.4,3.875,4,1.0,7,2,1,4,3,3,3,1,0,4,3,1,2,2,1,6,4,0,True,True,True,True,True,False,False,True,False,True,False,70.0,75.0,75.0,50.0,66.66666666666666,75.0,60.0,80.0
146,2022-07-30 08:27:00,7/30/2022 8:29,100,144,True,7/30/2022 8:29,R_2vihc2Fm5bLk92p,,,Yes,,Chrome,103.0.0.0,Android 11,384x854,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm4_interactive,606ce950bef1f305c877048d,606ce950bef1f305c877048d,0,0,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 8:30,7/30/2022 8:31,100.0,23.0,True,7/30/2022 8:31,R_10qNQ3U1HyRcySi,"Not employed, looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",19.0,Male,True,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/30/2022 8:31,7/30/2022 8:32,100.0,33.0,True,7/30/2022 8:32,R_Uzs3o1EJttMlf3j,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Often,Some of the time,"Yes, use the responses.",True,1,True,0,0.0,0.0,0.0,Keep,False,False,24,False,125.0,W,U,12,19.0,0.0,361.0,4.8283137373023015,False,False,True,True,False,0.0,9.0,4.3,2.75,5,2.6666666666666665,7,0,3,2,5,3,3,1,0,4,3,1,2,2,1,2,8,0,False,True,True,True,True,True,True,False,False,True,False,70.0,75.0,75.0,50.0,66.66666666666666,75.0,100.0,40.0
145,2022-07-30 08:27:00,7/30/2022 8:29,100,111,True,7/30/2022 8:29,R_29gYeafgpR3Gvk4,,,Yes,,Chrome,103.0.0.0,Android 12,385x854,Very little,Frustrated,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,5f9c9e203d44de174d8f4f6c,5f9c9e203d44de174d8f4f6c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/30/2022 8:29,7/30/2022 8:29,100.0,50.0,True,7/30/2022 8:29,R_2Qh63B66adT9qQr,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,34.0,Female,True,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/30/2022 8:31,7/30/2022 8:31,100.0,48.0,True,7/30/2022 8:31,R_2tzfWxCL5Tzgqso,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,0,2.0,0.0,0.0,Keep,False,False,24,False,30.0,W,U,13,34.0,1.0,1156.0,3.4011973816621555,False,False,True,True,False,0.0,7.0,4.4,3.75,4,2.0,5,3,2,3,2,1,2,2,0,2,3,0,1,0,2,6,4,0,True,False,False,False,True,True,False,False,True,True,False,50.0,25.0,50.0,100.0,33.33333333333333,75.0,40.0,60.0
