,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,Duration (in seconds)_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,Duration (in seconds)_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave
15,2022-07-19 21:30:00,7/19/2022 21:35,IP Address,100,301,True,7/19/2022 21:35,R_vGluWJFqC9vnA5z,,,,,anonymous,EN,,Yes,,Firefox,102,Android 11,414x920,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Slightly Agree,Agree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,,arm1_control,62b9b517c8aafafc0fc0df1c,62b9b517c8aafafc0fc0df1c,3,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/19/2022 21:35,7/19/2022 21:38,IP Address,100.0,173.0,True,7/19/2022 21:38,R_3nuQgPlMMUWhHFC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,27.0,Male,True,Scam,,Details,Real,Click,,Both,,,Real,,Details,Both,,,Scam,,Details,Real,,,,,,True,False,7/19/2022 21:46,7/19/2022 21:49,IP Address,100.0,140.0,True,7/19/2022 21:49,R_2dzQ3Q7lDVtJooV,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
16,2022-07-19 21:30:00,7/19/2022 21:35,IP Address,100,301,True,7/19/2022 21:35,R_vGluWJFqC9vnA5z,,,,,anonymous,EN,,Yes,,Firefox,102,Android 11,414x920,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Disagree,Slightly Agree,Agree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,,arm1_control,62b9b517c8aafafc0fc0df1c,62b9b517c8aafafc0fc0df1c,3,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/19/2022 21:45,7/19/2022 21:45,IP Address,100.0,24.0,True,7/19/2022 21:45,R_3DpZSSf26Suyl2C,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",27.0,Male,True,Scam,,Details,Real,Click,,Both,,,Real,,Details,Both,,,Scam,,Details,Real,,,,,,True,False,7/19/2022 21:46,7/19/2022 21:49,IP Address,100.0,140.0,True,7/19/2022 21:49,R_2dzQ3Q7lDVtJooV,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
17,2022-07-19 21:28:00,7/19/2022 21:37,IP Address,100,532,True,7/19/2022 21:37,R_1FeqI0eQwwIUjGm,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1280x720,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,,arm1_control,5d2d0fb9f4b87b0001f0acff,5d2d0fb9f4b87b0001f0acff,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/19/2022 21:37,7/19/2022 21:39,IP Address,100.0,164.0,True,7/19/2022 21:39,R_2wMtVMTFOYw2fTs,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,47.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,,,,True,False,7/19/2022 21:45,7/19/2022 21:48,IP Address,100.0,157.0,True,7/19/2022 21:48,R_ALMs4t5kb6XhiJH,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
18,2022-07-19 21:33:00,7/19/2022 21:37,IP Address,100,252,True,7/19/2022 21:37,R_3oEMv0Aru7sJYpg,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Once a week,,arm4_interactive,5fd9ad6dab00c64c8a45c9fc,5fd9ad6dab00c64c8a45c9fc,1,2,Real,,,Real,,,Scam,,,Real,,,Scam,Click,,Real,,,Scam,,,Real,,,True,True,7/19/2022 21:41,7/19/2022 21:42,IP Address,100.0,47.0,True,7/19/2022 21:42,R_1isdvowNAdxl284,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$150,000 or more",,Bachelor degree,58.0,Female,True,Scam,,,Real,,,Scam,,,Real,,Details,Real,Click,,Real,,,Real,,,Real,Click,,True,True,7/19/2022 21:44,7/19/2022 21:45,IP Address,100.0,56.0,True,7/19/2022 21:45,R_2w0TfXlizpEdG8B,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
19,2022-07-19 21:34:00,7/19/2022 21:38,IP Address,100,250,True,7/19/2022 21:38,R_DTyR8WPQifiDZVT,,,,,anonymous,EN,,Yes,,Chrome,96.0.4664.104,Android 12,360x760,Some,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,614f7e3376309eebe69f5911,614f7e3376309eebe69f5911,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/19/2022 21:38,7/19/2022 21:39,IP Address,100.0,79.0,True,7/19/2022 21:39,R_3oNJS7XWwivyIya,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,42.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,True,True,7/19/2022 21:42,7/19/2022 21:44,IP Address,100.0,116.0,True,7/19/2022 21:44,R_1zb1cWwOvIolRDz,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
20,2022-07-19 21:35:00,7/19/2022 21:39,IP Address,100,216,True,7/19/2022 21:39,R_3HMmyJ1TNgadGny,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Once a month,,arm4_interactive,6094de19cfc374df110c2781,6094de19cfc374df110c2781,3,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Scam,Click,,Real,,Details,Real,,Details,True,True,7/19/2022 21:47,7/19/2022 21:48,IP Address,100.0,31.0,True,7/19/2022 21:48,R_tM43MpQmetveOT7,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",21.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,True,True,7/19/2022 21:50,7/19/2022 21:51,IP Address,100.0,48.0,True,7/19/2022 21:51,R_2Sr7R9FcBOIVacH,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True
21,2022-07-19 21:38:00,7/19/2022 21:40,IP Address,100,121,True,7/19/2022 21:40,R_1Kp4luD1Lxl4HXv,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1500x1000,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm1_control,5ff17f71b9b6090e4fa1841c,5ff17f71b9b6090e4fa1841c,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/19/2022 21:40,7/19/2022 21:40,IP Address,100.0,25.0,True,7/19/2022 21:40,R_OJpEh0BfG5vvR5v,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",Hispanic,Bachelor degree,21.0,Male,True,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Real,,,True,True,7/19/2022 21:43,7/19/2022 21:43,IP Address,100.0,47.0,True,7/19/2022 21:43,R_3mbGwycR2XWo2sN,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True
22,2022-07-19 21:37:00,7/19/2022 21:42,IP Address,100,264,True,7/19/2022 21:42,R_3g5hdV6zY3433ML,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Once a month,,arm4_interactive,6112c41594f3554753002797,6112c41594f3554753002797,4,0,Real,,,Real,,,Scam,,Details,Real,Click,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/19/2022 21:47,7/19/2022 21:48,IP Address,100.0,38.0,True,7/19/2022 21:48,R_VRb3tfgTjqG2DhT,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Hispanic,Bachelor degree,23.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,Details,Real,,,True,True,7/19/2022 21:50,7/19/2022 21:51,IP Address,100.0,61.0,True,7/19/2022 21:51,R_3JarL18twNDxsjM,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True
23,2022-07-19 21:39:00,7/19/2022 21:42,IP Address,100,158,True,7/19/2022 21:42,R_1NzFDKPbmMQn6gu,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Once a week,,arm1_control,5f90869547ff2e159dd64902,5f90869547ff2e159dd64902,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/19/2022 21:42,7/19/2022 21:43,IP Address,100.0,50.0,True,7/19/2022 21:43,R_3hbgnKeGvEZTRea,,,,,anonymous,EN,"Not employed, NOT looking for work","$0 - $19,999",Asian American or Asian,"High school degree or equivalent (e.g., GED)",21.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,Click,,Real,,Details,Real,,,Real,,,True,True,7/19/2022 21:47,7/19/2022 21:48,IP Address,100.0,83.0,True,7/19/2022 21:48,R_3ERMNPwJN15M0xf,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
24,2022-07-19 21:40:00,7/19/2022 21:43,IP Address,100,131,True,7/19/2022 21:43,R_1QDUWEe2vO7XV11,,,,,anonymous,EN,,Yes,,Firefox,102,Android 11,414x920,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Disagree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Once a month,,arm4_interactive,62b9b517c8aafafc0fc0df1c,62b9b517c8aafafc0fc0df1c,3,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/19/2022 21:35,7/19/2022 21:38,IP Address,100.0,173.0,True,7/19/2022 21:38,R_3nuQgPlMMUWhHFC,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Some college but no degree,27.0,Male,True,Scam,,Details,Real,Click,,Both,,,Real,,Details,Both,,,Scam,,Details,Real,,,,,,True,False,7/19/2022 21:46,7/19/2022 21:49,IP Address,100.0,140.0,True,7/19/2022 21:49,R_2dzQ3Q7lDVtJooV,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
25,2022-07-19 21:40:00,7/19/2022 21:43,IP Address,100,131,True,7/19/2022 21:43,R_1QDUWEe2vO7XV11,,,,,anonymous,EN,,Yes,,Firefox,102,Android 11,414x920,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Disagree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Once a month,,arm4_interactive,62b9b517c8aafafc0fc0df1c,62b9b517c8aafafc0fc0df1c,3,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/19/2022 21:45,7/19/2022 21:45,IP Address,100.0,24.0,True,7/19/2022 21:45,R_3DpZSSf26Suyl2C,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",27.0,Male,True,Scam,,Details,Real,Click,,Both,,,Real,,Details,Both,,,Scam,,Details,Real,,,,,,True,False,7/19/2022 21:46,7/19/2022 21:49,IP Address,100.0,140.0,True,7/19/2022 21:49,R_2dzQ3Q7lDVtJooV,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
26,2022-07-19 21:37:00,7/19/2022 21:45,IP Address,100,498,True,7/19/2022 21:45,R_3qTJBV2z37tqjl6,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1707x960,Some,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm1_control,5f32aab12a9f82000854c3ea,5f32aab12a9f82000854c3ea,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/19/2022 21:45,7/19/2022 21:46,IP Address,100.0,37.0,True,7/19/2022 21:46,R_1mK5SnD7TDpYbIl,,,,,anonymous,EN,"Not employed, looking for work","$0 - $19,999",Asian American or Asian,Bachelor degree,45.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,True,True,7/19/2022 21:48,7/19/2022 21:48,IP Address,100.0,46.0,True,7/19/2022 21:48,R_3nurmq8QXw43r6F,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
27,2022-07-19 21:44:00,7/19/2022 21:46,IP Address,100,121,True,7/19/2022 21:46,R_31N72TlOzDzKonK,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,,arm1_control,62a89be86d9e57cf67ae5649,62a89be86d9e57cf67ae5649,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/19/2022 21:46,7/19/2022 21:46,IP Address,100.0,32.0,True,7/19/2022 21:46,R_2EHrJYwNbI75lFH,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,25.0,Male,True,Real,,,Real,Click,,Real,,,Real,,,Scam,,,Real,,,Scam,,,,,,True,False,7/19/2022 21:48,7/19/2022 21:49,IP Address,100.0,36.0,True,7/19/2022 21:49,R_2YzlbO6kkdp3aAV,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
28,2022-07-19 21:44:00,7/19/2022 21:47,IP Address,100,171,True,7/19/2022 21:47,R_6Db3l4XMwMNseBz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x869,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm1_control,62cc213de3f6e1e4555a1d5f,62cc213de3f6e1e4555a1d5f,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/19/2022 21:47,7/19/2022 21:47,IP Address,100.0,36.0,True,7/19/2022 21:47,R_1P6kvsU0JeZWAoG,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,24.0,Male,True,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Real,,,True,True,7/19/2022 21:49,7/19/2022 21:51,IP Address,100.0,99.0,True,7/19/2022 21:51,R_1pArswkjTeoA4xk,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Other",No,,No,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
29,2022-07-19 21:39:00,7/19/2022 21:47,IP Address,100,477,True,7/19/2022 21:47,R_2ah2Df19yOe8nmr,,,,,anonymous,EN,,Yes,,Chrome iPad,103.0.5060.63,iPad,810x1080,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Slightly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm4_interactive,62be40727ba8f67ee92022ad,62be40727ba8f67ee92022ad,4,1,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,Click,Details,Scam,,Details,True,True,7/19/2022 21:55,7/19/2022 21:56,IP Address,100.0,66.0,True,7/19/2022 21:56,R_6Rx0jnUDn3nMuhr,,,,,anonymous,EN,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,70.0,Female,True,Real,Click,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,Details,,,,True,False,7/19/2022 22:01,7/19/2022 22:03,IP Address,100.0,114.0,True,7/19/2022 22:03,R_2uxlhweRryBdzAE,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True
30,2022-07-19 21:46:00,7/19/2022 21:47,IP Address,100,78,True,7/19/2022 21:47,R_1QmCAvDLn3txkhK,,,,,anonymous,EN,,Yes,,Opera,89.0.4447.48,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5f0f433274ad8a03f0a4c8f4,5f0f433274ad8a03f0a4c8f4,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/19/2022 21:49,7/19/2022 21:49,IP Address,100.0,29.0,True,7/19/2022 21:49,R_2dBa8nWU0kMXJjk,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",African American or African (Non-Hispanic),Bachelor degree,28.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,True,True,7/19/2022 21:50,7/19/2022 21:51,IP Address,100.0,36.0,True,7/19/2022 21:51,R_2dp8Vpz0ZouUaUr,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True
31,2022-07-19 21:44:00,7/19/2022 21:47,IP Address,100,172,True,7/19/2022 21:47,R_1FdOIYQlm1HHrwt,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,627b3ff37300aa333ec08823,627b3ff37300aa333ec08823,3,0,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/19/2022 21:49,7/19/2022 21:50,IP Address,100.0,28.0,True,7/19/2022 21:50,R_31z5QISehBH6XOI,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",Asian American or Asian,Bachelor degree,28.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,True,True,7/19/2022 21:53,7/19/2022 21:53,IP Address,100.0,38.0,True,7/19/2022 21:53,R_2sbRCzcYoEd9mW5,,,,,anonymous,EN,Other,Not Sure,,No,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True
