StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID
7/9/2022 14:06,7/9/2022 14:10,IP Address,100,225,TRUE,7/9/2022 14:10,R_1HjmUeJ0uEmbrIn,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Disagree,Once a week,,arm1_control,60b296b907e5c81c0ea774fb,60b296b907e5c81c0ea774fb
7/9/2022 14:08,7/9/2022 14:12,IP Address,100,272,TRUE,7/9/2022 14:12,R_DHwxwfsM3vZdbcB,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1628x1017,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Agree,Agree,Agree,Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm3_tips,58cefdb030c4cf0001ceb3ac,58cefdb030c4cf0001ceb3ac
7/9/2022 14:13,7/9/2022 14:16,IP Address,100,172,TRUE,7/9/2022 14:16,R_3prx58uIdkU3KQi,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,arm2_generalinfo,62a76dfc808c176cecd72dfa,62a76dfc808c176cecd72dfa
7/9/2022 14:14,7/9/2022 14:16,IP Address,100,131,TRUE,7/9/2022 14:16,R_1j95VMiNrhDIE3x,,,,,anonymous,EN,,Yes,,Safari,12.1.2,Macintosh,1440x900,Very little,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,,arm4_interactive,60fdcf5b71ad4d50db175e90,60fdcf5b71ad4d50db175e90
7/9/2022 14:14,7/9/2022 14:18,IP Address,100,244,TRUE,7/9/2022 14:18,R_1Hoi5tbrl3kscH7,,,,,anonymous,EN,,Yes,,Safari,15.4,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Once a week,,arm4_interactive,60fdc69d7fa7041d0a8b4b1b,60fdc69d7fa7041d0a8b4b1b
7/9/2022 14:15,7/9/2022 14:19,IP Address,100,248,TRUE,7/9/2022 14:19,R_3pbvT6Q2g4l6szN,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1366x768,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,,arm1_control,6018d815710c721dd0c0a34c,6018d815710c721dd0c0a34c
7/9/2022 14:17,7/9/2022 14:20,IP Address,100,157,TRUE,7/9/2022 14:20,R_126hJcsrl4RzpQ5,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm3_tips,5fb732a0e80f072527639ffc,5fb732a0e80f072527639ffc
7/9/2022 14:18,7/9/2022 14:20,IP Address,100,168,TRUE,7/9/2022 14:20,R_1rjjKf9GWG9Rurd,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,,arm2_generalinfo,6277d6ac2004cea3140ca4ff,6277d6ac2004cea3140ca4ff
7/9/2022 14:19,7/9/2022 14:21,IP Address,100,156,TRUE,7/9/2022 14:21,R_XR1Duas1ZCo73hf,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Windows NT 10.0,1536x864,Very little,Angry,Never,Government should do more to solve problems.,Agree,Strongly Disagree,Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm3_tips,60fdccf1f4d498a8bc86a150,60fdccf1f4d498a8bc86a150
7/9/2022 14:19,7/9/2022 14:22,IP Address,100,189,TRUE,7/9/2022 14:22,R_2aW64R3XKHMmxq4,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,60daada33618b36687776207,60daada33618b36687776207
7/9/2022 14:16,7/9/2022 14:23,IP Address,100,404,TRUE,7/9/2022 14:23,R_1LZo96EuC78lXeJ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1680x1050,Quite a lot,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm1_control,5db254ae709cfb000a35d074,5db254ae709cfb000a35d074
7/9/2022 14:19,7/9/2022 14:23,IP Address,100,213,TRUE,7/9/2022 14:23,R_1riuQSc7Hnuij9m,,,,,anonymous,EN,,Yes,,Chrome,96.0.4664.93,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm4_interactive,5dbafef07da98310cf2f4e53,5dbafef07da98310cf2f4e53
7/9/2022 14:23,7/9/2022 14:25,IP Address,100,108,TRUE,7/9/2022 14:25,R_1l6TbuTBMqQWOKv,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Some,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,583492b3ef3ec1000175ee76,583492b3ef3ec1000175ee76
7/9/2022 14:24,7/9/2022 14:25,IP Address,100,87,TRUE,7/9/2022 14:25,R_4MVRuViQa6SkUFP,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,2560x1440,Very little,Angry,Never,Government should do more to solve problems.,Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Once a week,,arm3_tips,5fd0261b85dd3e087609bee6,5fd0261b85dd3e087609bee6
7/9/2022 14:22,7/9/2022 14:26,IP Address,100,222,TRUE,7/9/2022 14:26,R_DxfOD8YRMr2uMmt,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.53,Macintosh,1512x982,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Neither Agree nor Disagree,Once a month,,arm2_generalinfo,60fe1580147adc7ebeb315e6,60fe1580147adc7ebeb315e6
7/9/2022 14:20,7/9/2022 14:26,IP Address,100,394,TRUE,7/9/2022 14:26,R_3fwK2VkdfI7Cfuz,,,,,anonymous,EN,,Yes,,Edge,103.0.1264.49,Windows NT 10.0,1280x854,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm3_tips,60fd7a2e87c9ecc26cae5ac7,60fd7a2e87c9ecc26cae5ac7
7/9/2022 14:24,7/9/2022 14:26,IP Address,100,150,TRUE,7/9/2022 14:26,R_28AoRctIWPOGjKy,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Windows NT 10.0,1536x864,None at all,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Disagree,Slightly Disagree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Disagree,Disagree,Once a month,,arm2_generalinfo,5caf93416ef0d1001c761380,5caf93416ef0d1001c761380
7/9/2022 14:26,7/9/2022 14:28,IP Address,100,106,TRUE,7/9/2022 14:28,R_2xEs5tx5MDqb8st,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1792x1120,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Once a month,,arm2_generalinfo,59e1e3a23e4b5a00016a9c17,59e1e3a23e4b5a00016a9c17
7/9/2022 14:25,7/9/2022 14:30,IP Address,100,285,TRUE,7/9/2022 14:30,R_3LZOpTaVaGEnzKg,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Macintosh,1280x800,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Once a week,,arm4_interactive,60fc81c001de28f9bd9a925e,60fc81c001de28f9bd9a925e
7/9/2022 14:27,7/9/2022 14:30,IP Address,100,141,TRUE,7/9/2022 14:30,R_27suuaNkZgHbzT3,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Some,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Strongly Agree,Slightly Agree,Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Slightly Disagree,A few times a year,,arm3_tips,5c888f3ba869d400019acb49,5c888f3ba869d400019acb49
7/9/2022 14:20,7/9/2022 14:30,IP Address,100,622,TRUE,7/9/2022 14:30,R_1Q4baawBnaPDTPP,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Strongly Disagree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,A few times a year,,arm1_control,5e076e0c53e8461018058048,5e076e0c53e8461018058048
7/9/2022 14:26,7/9/2022 14:30,IP Address,100,294,TRUE,7/9/2022 14:30,R_125uNJMuDhCzTpY,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,60fed37f8321c18534a69e5f,60fed37f8321c18534a69e5f
7/9/2022 14:28,7/9/2022 14:31,IP Address,100,150,TRUE,7/9/2022 14:31,R_TjTanDArPTZ6ppf,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1920x1080,Very little,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,,arm1_control,6109bf65591bce0e843d5e22,6109bf65591bce0e843d5e22
7/9/2022 14:27,7/9/2022 14:31,IP Address,100,231,TRUE,7/9/2022 14:31,R_1LYFK3gfqaRtaGm,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Once a month,,arm4_interactive,623a5bb1b15d26b9c926a90b,623a5bb1b15d26b9c926a90b
7/9/2022 14:28,7/9/2022 14:31,IP Address,100,171,TRUE,7/9/2022 14:31,R_zV9X1NhdKgqvDOx,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very little,Frustrated,Never,Government should do more to solve problems.,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm3_tips,5f94a8e7fa8c422fc88940b0,5f94a8e7fa8c422fc88940b0
7/9/2022 14:28,7/9/2022 14:31,IP Address,100,211,TRUE,7/9/2022 14:31,R_3qxs9slHMs9sieS,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,None at all,Angry,Never,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm4_interactive,5e5e5b2488479216d9171d1b,5e5e5b2488479216d9171d1b
