,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_WalmartProduct,Correct_medicareReview,Correct_replacementCard,Correct_benefitsSuspension,percentCorrect
21,2022-07-26 10:17:00,7/26/2022 10:19,IP Address,100,171,True,7/26/2022 10:19,R_2Cso3HJT4eph5Lm,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,385x854,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a week,,arm4_interactive,61719bfec06e3136189edb55,61719bfec06e3136189edb55,4,1,Real,,Details,Real,,,Scam,,Details,Real,Click,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/26/2022 10:24,7/26/2022 10:25,IP Address,100.0,55.0,True,7/26/2022 10:25,R_12Ecp0r3d5IMFNM,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,38.0,Male,True,Scam,,Details,Real,Click,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:27,7/26/2022 10:28,IP Address,100.0,58.0,True,7/26/2022 10:28,R_pQrSQJCQNg5fx7P,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,3.0,2.0,0.0,Keep,False,False,24,False,30,W,U,13.0,38.0,0.0,1444.0,3.4011973816621555,9,3.5,3.75,5,2.0,9,1,0,5,4,3,4,2,0,5,4,1,2,2,2,6,4,0,True,True,True,True,True,False,True,True,True,True,90.0
22,2022-07-26 10:18:00,7/26/2022 10:21,IP Address,100,155,True,7/26/2022 10:21,R_1rwQVBTEYXHe7O2,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,None at all,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Strongly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Disagree,A few times a week / Daily,,arm1_control,55a2fa33fdf99b073cd94947,55a2fa33fdf99b073cd94947,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:21,7/26/2022 10:22,IP Address,100.0,41.0,True,7/26/2022 10:22,R_O1nXaYSEJuiOK2Z,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$100,000 - $149,999","White or Caucasian (Non-Hispanic),Asian American or Asian",,42.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,Click,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:29,7/26/2022 10:30,IP Address,100.0,65.0,True,7/26/2022 10:30,R_1Gytlgo61coo6zh,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,2.0,2.0,0.0,Keep,False,False,24,False,125,A,U,,42.0,1.0,1764.0,4.8283137373023015,6,3.5,2.375,A few times a week / Daily,1.0,10,0,0,5,5,4,4,2,0,6,4,2,2,2,2,5,5,0,True,True,True,True,True,True,True,True,True,True,100.0
23,2022-07-26 10:18:00,7/26/2022 10:23,IP Address,100,273,True,7/26/2022 10:23,R_DOEBNqZuQjN8RtT,,,,,anonymous,EN,,Yes,,Opera,89.0.4447.48,Windows NT 10.0,1536x864,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Strongly Agree,Agree,Agree,Agree,Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Once a month,,arm4_interactive,60c6b4ac3397cc95663dc43c,60c6b4ac3397cc95663dc43c,4,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 10:27,7/26/2022 10:28,IP Address,100.0,41.0,True,7/26/2022 10:28,R_3fI3ZdAQrxJu6z0,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,39.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:32,7/26/2022 10:34,IP Address,100.0,103.0,True,7/26/2022 10:34,R_3MmJekmCDikpBe1,,,,,anonymous,EN,,,,,Yes,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,False,False,3,2.0,4.0,0.0,Keep,False,False,24,False,30,W,U,18.0,39.0,1.0,1521.0,3.4011973816621555,12,5.4,5.5,4,2.3333333333333335,10,0,0,5,5,4,4,2,0,6,4,2,2,2,2,5,5,0,True,True,True,True,True,True,True,True,True,True,100.0
32,2022-07-26 10:19:00,7/26/2022 10:28,IP Address,100,555,True,7/26/2022 10:28,R_1H5iHIb45xRnAI1,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1600x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Slightly Agree,A few times a week / Daily,,arm4_interactive,627e806c3aed88dec8b99815,627e806c3aed88dec8b99815,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:32,7/26/2022 10:33,IP Address,100.0,37.0,True,7/26/2022 10:33,R_XIeXM68VEIbH6gN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,53.0,Male,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:35,7/26/2022 10:37,IP Address,100.0,132.0,True,7/26/2022 10:37,R_xob8bPxtZuDrdzX,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,4,2.0,4.0,0.0,Keep,False,False,24,False,90,W,E,14.0,53.0,0.0,2809.0,4.499809670330265,8,5.7,4.0,A few times a week / Daily,1.3333333333333333,5,4,1,4,1,2,2,1,0,3,2,1,1,1,1,8,2,0,False,True,False,True,False,False,True,False,True,True,50.0
24,2022-07-26 10:20:00,7/26/2022 10:24,IP Address,100,243,True,7/26/2022 10:24,R_sNeeXROAZ70VdE5,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,None at all,Angry,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a week,,arm1_control,5e710a6e93f2d201e2715cc0,5e710a6e93f2d201e2715cc0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:24,7/26/2022 10:25,IP Address,100.0,47.0,True,7/26/2022 10:25,R_2WY9SBdfqP5pV5z,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Some college but no degree,21.0,Female,True,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:28,7/26/2022 10:29,IP Address,100.0,70.0,True,7/26/2022 10:29,R_2CVPGMH2GgUynq6,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,True,False,2,3.0,3.0,0.0,Keep,False,False,24,False,10,B,U,13.0,21.0,1.0,441.0,2.302585092994046,5,3.3,3.25,5,2.6666666666666665,7,1,2,3,4,2,4,1,0,4,3,1,1,2,2,4,6,0,False,True,True,True,True,True,True,False,False,True,70.0
61,2022-07-26 10:20:00,7/26/2022 10:42,IP Address,100,1273,True,7/26/2022 10:42,R_1JIWq7schBqjBkD,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,None at all,Frustrated,Never,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a week / Daily,,arm1_control,5dd4c2f2390fb648f7baf4d2,5dd4c2f2390fb648f7baf4d2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:42,7/26/2022 10:44,IP Address,100.0,154.0,True,7/26/2022 10:44,R_PG8UiSqyKZUnryN,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Some high school,25.0,Female,True,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:49,7/26/2022 10:50,IP Address,100.0,40.0,True,7/26/2022 10:50,R_1mQuO8K3ThwpwcF,,,,,anonymous,EN,,,,,No,Often,Often,Often,"Yes, use the responses.",True,1,True,False,False,4,4.0,0.0,0.0,Keep,False,False,24,False,10,W,E,8.0,25.0,1.0,625.0,2.302585092994046,6,1.0,3.375,A few times a week / Daily,3.0,7,2,1,4,3,2,4,1,0,4,3,1,1,2,2,6,4,0,False,True,True,True,True,False,True,False,True,True,70.0
28,2022-07-26 10:20:00,7/26/2022 10:27,IP Address,100,407,True,7/26/2022 10:27,R_3EMTWcNYDmSKZDf,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,62ded472638493f7e203049e,62ded472638493f7e203049e,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:27,7/26/2022 10:28,IP Address,100.0,93.0,True,7/26/2022 10:28,R_WdquTnjazxnGBOh,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,35.0,Male,True,Real,,Details,Real,Click,,Real,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,True,True,7/26/2022 10:37,7/26/2022 10:38,IP Address,100.0,109.0,True,7/26/2022 10:38,R_sv3xex8420ZH5uN,,,,,anonymous,EN,Other,No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4.0,4.0,0.0,Keep,False,False,24,False,70,W,E,13.0,35.0,0.0,1225.0,4.248495242049359,9,4.9,3.75,4,1.6666666666666667,5,5,0,5,0,2,2,1,0,3,2,1,1,1,1,10,0,0,False,True,False,True,False,False,True,True,True,False,50.0
25,2022-07-26 10:22:00,7/26/2022 10:25,IP Address,100,194,True,7/26/2022 10:25,R_ROL3gF5ZyiUHNjX,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Slightly Agree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,arm4_interactive,5d16ab9b59da87001ac41a61,5d16ab9b59da87001ac41a61,4,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Real,,Details,Real,,,True,True,7/26/2022 10:27,7/26/2022 10:28,IP Address,100.0,61.0,True,7/26/2022 10:28,R_veIEZvUfMbGaGXv,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),African American or African (Non-Hispanic)",Some college but no degree,56.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:31,7/26/2022 10:32,IP Address,100.0,79.0,True,7/26/2022 10:32,R_2zUrJgwTGJpUVHF,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",Yes,100.0,Yes,Yes,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,True,2,3.0,3.0,0.0,Keep,False,False,24,False,70,B,E,13.0,56.0,1.0,3136.0,4.248495242049359,9,6.0,3.75,5,1.3333333333333333,9,1,0,5,4,4,3,2,0,6,3,2,2,2,1,6,4,0,True,True,True,True,False,True,True,True,True,True,90.0
26,2022-07-26 10:23:00,7/26/2022 10:25,IP Address,100,158,True,7/26/2022 10:25,R_1C3jzh4nXzA0UYm,,,,,anonymous,EN,,Yes,,Chrome,101.0.4951.64,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm1_control,5ec0b261e742474c101e343f,5ec0b261e742474c101e343f,0,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:25,7/26/2022 10:26,IP Address,100.0,58.0,True,7/26/2022 10:26,R_3MgO20sDUQtNlo1,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,21.0,Female,True,Real,,,Real,Click,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:31,7/26/2022 10:32,IP Address,100.0,65.0,True,7/26/2022 10:32,R_3PN3QYSXcfUR1P2,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Not Sure,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,3.0,2.0,0.0,Keep,False,False,24,False,60,A,U,16.0,21.0,1.0,441.0,4.0943445622221,8,4.9,3.25,5,2.0,5,3,2,3,2,1,3,1,0,3,2,0,1,2,1,6,4,0,False,True,True,True,False,False,True,False,False,True,50.0
29,2022-07-26 10:23:00,7/26/2022 10:27,IP Address,100,236,True,7/26/2022 10:27,R_0fGc7VqfrUjyW53,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.99.0,1616x909,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm1_control,5b101e9d7a3be2000106bcec,5b101e9d7a3be2000106bcec,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:27,7/26/2022 10:28,IP Address,100.0,49.0,True,7/26/2022 10:28,R_2pM2Xe5h667Ah7g,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Bachelor degree,36.0,Female,True,Real,,Details,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:33,7/26/2022 10:34,IP Address,100.0,77.0,True,7/26/2022 10:34,R_XLgl3T052gKlZKN,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,3.0,3.0,0.0,Keep,False,False,24,False,125,W,U,16.0,36.0,1.0,1296.0,4.8283137373023015,10,3.6,3.875,5,2.0,4,4,2,3,1,1,2,1,0,2,2,0,1,1,1,7,3,0,False,True,False,True,False,False,True,False,False,True,40.0
27,2022-07-26 10:24:00,7/26/2022 10:26,IP Address,100,142,True,7/26/2022 10:26,R_556DkrQhXURRPs5,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm4_interactive,5fdd80af5312ca44ef4988d1,5fdd80af5312ca44ef4988d1,4,0,Real,,Details,Real,Click,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Scam,,Details,True,True,7/26/2022 10:29,7/26/2022 10:30,IP Address,100.0,40.0,True,7/26/2022 10:30,R_3lGfpGLp6YV6tlQ,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",Asian American or Asian,Some college but no degree,30.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:32,7/26/2022 10:32,IP Address,100.0,34.0,True,7/26/2022 10:32,R_25TILpUei0dcnWd,,,,,anonymous,EN,"Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,True,False,1,2.0,0.0,0.0,Keep,False,False,24,False,60,A,U,13.0,30.0,1.0,900.0,4.0943445622221,8,3.5,3.625,4,2.6666666666666665,9,1,0,5,4,4,3,2,0,6,3,2,2,2,1,6,4,0,True,True,True,True,False,True,True,True,True,True,90.0
34,2022-07-26 10:25:00,7/26/2022 10:30,IP Address,100,324,True,7/26/2022 10:30,R_PYyUkR9cQxZYGxb,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1366x768,None at all,Angry,Never,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Disagree,Disagree,Disagree,Strongly Disagree,Once a week,,arm4_interactive,5c506a7b8ac59200014d05da,5c506a7b8ac59200014d05da,0,0,Real,Click,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Real,,,True,True,7/26/2022 10:38,7/26/2022 10:41,IP Address,100.0,180.0,True,7/26/2022 10:41,R_1I3LzIa78FNwWGY,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",60.0,Male,True,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:46,7/26/2022 10:48,IP Address,100.0,95.0,True,7/26/2022 10:48,R_1MPUPfurZZuK70b,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Often,Often,"Yes, use the responses.",True,1,True,True,False,3,4.0,4.0,0.0,Keep,False,False,24,False,30,W,E,12.0,60.0,0.0,3600.0,3.4011973816621555,4,2.6,1.125,5,3.0,5,2,3,2,3,2,2,1,0,3,2,0,2,2,0,4,6,0,True,True,True,True,False,False,False,False,False,True,50.0
35,2022-07-26 10:28:00,7/26/2022 10:32,IP Address,100,218,True,7/26/2022 10:32,R_1ALrsFd1tp0ZApH,,,,,anonymous,EN,,Yes,,Chrome,102.0.0.0,Macintosh,1440x900,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,61006b0f1f3bfddb6b4c5d55,61006b0f1f3bfddb6b4c5d55,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:32,7/26/2022 10:32,IP Address,100.0,48.0,True,7/26/2022 10:32,R_2VwNF4MSAZWuntR,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,31.0,Female,True,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Scam,,Details,Real,,,Scam,,,Scam,,Details,Scam,,,True,True,7/26/2022 10:36,7/26/2022 10:37,IP Address,100.0,48.0,True,7/26/2022 10:37,R_28FCCO0Qw8yOQpM,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,3.0,1.0,0.0,Keep,False,False,24,False,70,W,E,18.0,31.0,1.0,961.0,4.248495242049359,8,3.9,3.625,4,1.0,6,2,2,3,3,2,3,1,0,3,3,1,1,1,2,5,5,0,False,True,False,True,True,True,True,False,False,True,60.0
