StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Lonely1,Lonely2,Lonely3,KeepResponse,PID
9/2/2022 17:02,9/2/2022 17:03,IP Address,100,67,TRUE,9/2/2022 17:03,R_274451a0hYFtZEY,,,,,anonymous,EN,Some of the time,Often,Some of the time,"Yes, use the responses.",60fd3fdb7816cc452a48482f
9/2/2022 17:01,9/2/2022 17:03,IP Address,100,107,TRUE,9/2/2022 17:03,R_3qx2JIOQKybGJq3,,,,,anonymous,EN,Some of the time,Often,Some of the time,"Yes, use the responses.",614d30446898dff1b1d5fb55
9/2/2022 17:06,9/2/2022 17:07,IP Address,100,57,TRUE,9/2/2022 17:07,R_2c0jNYggWhz2KWR,,,,,anonymous,EN,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5fd7e6ae1467140e9d1f02b0
9/2/2022 17:06,9/2/2022 17:08,IP Address,100,88,TRUE,9/2/2022 17:08,R_1hRcplAxodOVy7N,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5f627674b6f93f19ff74592d
9/2/2022 17:14,9/2/2022 17:15,IP Address,100,33,TRUE,9/2/2022 17:15,R_qODhNZf0Qg93r2x,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",6286720235c69e3ad5e82061
9/2/2022 17:15,9/2/2022 17:15,IP Address,100,35,TRUE,9/2/2022 17:15,R_1LjvcR5Pibwr7Oe,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5781c15381f331000139a89e
9/2/2022 17:15,9/2/2022 17:15,IP Address,100,16,TRUE,9/2/2022 17:15,R_2v7Ce6yzIhBAv4i,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",5d74001d391b6600175f433b
9/2/2022 17:15,9/2/2022 17:15,IP Address,100,32,TRUE,9/2/2022 17:15,R_sIjFZ69aC9NZEGJ,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",62e8aea9ed8f939c6f6ce84d
9/2/2022 17:15,9/2/2022 17:16,IP Address,100,19,TRUE,9/2/2022 17:16,R_2V2vPH0G5wHWJFz,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",5f38e87099a44d40b79e5009
9/2/2022 17:14,9/2/2022 17:16,IP Address,100,115,TRUE,9/2/2022 17:16,R_SZEKOAuhdqJDYad,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",56e130548b1c33000a388671
9/2/2022 17:16,9/2/2022 17:16,IP Address,100,28,TRUE,9/2/2022 17:16,R_3KSDx4Ot6rRJ837,,,,,anonymous,EN,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",5a78b8355292b800012284ca
9/2/2022 17:16,9/2/2022 17:16,IP Address,100,29,TRUE,9/2/2022 17:16,R_1CKIorO1gSYfPS5,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60f70dd141e92abede695ec9
9/2/2022 17:16,9/2/2022 17:16,IP Address,100,27,TRUE,9/2/2022 17:16,R_1g2vMtApHdsrzIV,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",5e5d55e287be1a060179eb5e
9/2/2022 17:16,9/2/2022 17:16,IP Address,100,17,TRUE,9/2/2022 17:16,R_2yqjjMRitEMeR5j,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62ec6694c12a233950f64486
9/2/2022 17:16,9/2/2022 17:16,IP Address,100,20,TRUE,9/2/2022 17:16,R_3ebj90xcIpEmzl6,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62dc2f45630616c5920dcb75
9/2/2022 17:16,9/2/2022 17:17,IP Address,100,35,TRUE,9/2/2022 17:17,R_1OUgZ25ix4D2tqt,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",5ed991a567633453e02058e8
9/2/2022 17:16,9/2/2022 17:17,IP Address,100,30,TRUE,9/2/2022 17:17,R_2rTrLAdCxxq5Zs4,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",6294ea611ee4f49421c6b905
9/2/2022 17:17,9/2/2022 17:17,IP Address,100,21,TRUE,9/2/2022 17:17,R_2dMAAcLSmyMPxOx,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",61372727e083e6cd1c827f81
9/2/2022 17:17,9/2/2022 17:17,IP Address,100,23,TRUE,9/2/2022 17:17,R_1gwg4esXcWfDCVb,,,,,anonymous,EN,Often,Some of the time,Often,"Yes, use the responses.",62c66ccf0d860ada9d06d76d
9/2/2022 17:17,9/2/2022 17:17,IP Address,100,15,TRUE,9/2/2022 17:17,R_1Ne9wMjV9jiXN45,,,,,anonymous,EN,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5fda7349ea1be46f09e3bd4b
9/2/2022 17:17,9/2/2022 17:17,IP Address,100,39,TRUE,9/2/2022 17:17,R_3EXZvsx4B73S0C2,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5798e5674a84da00014c652b
9/2/2022 17:17,9/2/2022 17:18,IP Address,100,39,TRUE,9/2/2022 17:18,R_d1e44fjNuCSSgyl,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6295343558bd17d19b11684d
9/2/2022 17:17,9/2/2022 17:18,IP Address,100,43,TRUE,9/2/2022 17:18,R_YWecZlNMDysScQF,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5fc3d41149c0c8728f07b95b
9/2/2022 17:17,9/2/2022 17:18,IP Address,100,41,TRUE,9/2/2022 17:18,R_30uz4Eu6qRRUClO,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",62ed458d61ebd1930833e95a
9/2/2022 17:18,9/2/2022 17:18,IP Address,100,28,TRUE,9/2/2022 17:18,R_1H65sStwaQT6zQd,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",6073640883b8547a9b73569a
9/2/2022 17:18,9/2/2022 17:18,IP Address,100,31,TRUE,9/2/2022 17:18,R_3O7wgkeoXy5h4DH,,,,,anonymous,EN,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",55c43918fdf99b080551e044
9/2/2022 17:18,9/2/2022 17:18,IP Address,100,30,TRUE,9/2/2022 17:18,R_1gTIPxcg8ZE2wkV,,,,,anonymous,EN,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",609f58e8af0f5f3acedd9806
9/2/2022 17:18,9/2/2022 17:19,IP Address,100,44,TRUE,9/2/2022 17:19,R_eOEsmTsGLKebK13,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5ec195df3f2aec276ff0bf33
9/2/2022 17:18,9/2/2022 17:19,IP Address,100,37,TRUE,9/2/2022 17:19,R_9HRed81pkKKOxRn,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62e026ce2fa7b374d64081b5
9/2/2022 17:18,9/2/2022 17:19,IP Address,100,36,TRUE,9/2/2022 17:19,R_1i569qlzr5QFX4u,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62bc91177343712ea900ba34
9/2/2022 17:19,9/2/2022 17:19,IP Address,100,27,TRUE,9/2/2022 17:19,R_8jLmJFW4MI3XQZj,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",628f76b86068bc13224921ce
9/2/2022 17:19,9/2/2022 17:19,IP Address,100,32,TRUE,9/2/2022 17:19,R_3gMjvsysVgVCeXS,,,,,anonymous,EN,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5c9c3ae2d40ce20014233de6
9/2/2022 17:19,9/2/2022 17:19,IP Address,100,45,TRUE,9/2/2022 17:19,R_x8UyUGMcNzI9fJ7,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",615f2b3f0eafbabe579b889a
9/2/2022 17:19,9/2/2022 17:19,IP Address,100,31,TRUE,9/2/2022 17:19,R_325TIcNjjMnoPZF,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5f78ce64cb5f144a98a4fa38
9/2/2022 17:19,9/2/2022 17:20,IP Address,100,43,TRUE,9/2/2022 17:20,R_26fNVFZKebI4Vfa,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",61269a65a940e5e364f93a60
9/2/2022 17:19,9/2/2022 17:20,IP Address,100,47,TRUE,9/2/2022 17:20,R_3dPIRqA2204Fh33,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62f44290fa6861c4691ae199
9/2/2022 17:19,9/2/2022 17:20,IP Address,100,43,TRUE,9/2/2022 17:20,R_x9IfhXj2jOccXId,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",5ee2916b70aa643be19c0036
9/2/2022 17:20,9/2/2022 17:20,IP Address,100,28,TRUE,9/2/2022 17:20,R_3s5Iye7akfFNEgj,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",612dbe2a26a0d4596f39d477
9/2/2022 17:20,9/2/2022 17:20,IP Address,100,31,TRUE,9/2/2022 17:20,R_e5TwQMVpng8gCzL,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f2c4bf4e4f3080e6a469fcc
9/2/2022 17:20,9/2/2022 17:20,IP Address,100,41,TRUE,9/2/2022 17:20,R_1goJvJhSEZfVgXS,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",60ba36a23cc2c56419ae0f1e
9/2/2022 17:21,9/2/2022 17:21,IP Address,100,15,TRUE,9/2/2022 17:21,R_3G1FJzhqy7XP0BK,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",611b38dea7f1754225fa39bf
9/2/2022 17:20,9/2/2022 17:21,IP Address,100,55,TRUE,9/2/2022 17:21,R_3aP5gHPgWO7dPCV,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6267c3d17f88988d0d787c7f
9/2/2022 17:21,9/2/2022 17:21,IP Address,100,19,TRUE,9/2/2022 17:21,R_2yjRuMVNT8e1eMm,,,,,anonymous,EN,Some of the time,Often,Often,"Yes, use the responses.",6091ab55ea2e97910519f8e7
9/2/2022 17:20,9/2/2022 17:21,IP Address,100,39,TRUE,9/2/2022 17:21,R_1mD9UAkksOb0l8w,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",61213f0d3b4fb00946c94410
9/2/2022 17:21,9/2/2022 17:21,IP Address,100,45,TRUE,9/2/2022 17:21,R_3kn2lC2m4Cp4RYr,,,,,anonymous,EN,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",60906c79f8cfd718d6dcb3df
9/2/2022 17:21,9/2/2022 17:22,IP Address,100,25,TRUE,9/2/2022 17:22,R_232nZXzWZcH9DrY,,,,,anonymous,EN,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",62cccdcadf4fdbc4424844d5
9/2/2022 17:20,9/2/2022 17:22,IP Address,100,90,TRUE,9/2/2022 17:22,R_1oeg6LQPknaLmbz,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",611d8816cde7771cc13482f5
9/2/2022 17:22,9/2/2022 17:23,IP Address,100,22,TRUE,9/2/2022 17:23,R_3hFT6LuykelIZLR,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5ba596467c0ebe0001269842
9/2/2022 17:22,9/2/2022 17:23,IP Address,100,27,TRUE,9/2/2022 17:23,R_UGBhSZxnj1A5213,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",62c35e9517e15b36b957a678
9/2/2022 17:22,9/2/2022 17:23,IP Address,100,32,TRUE,9/2/2022 17:23,R_10ryruwxTteZKcw,,,,,anonymous,EN,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",62b0ff84054c6ca32f481c65
9/2/2022 17:23,9/2/2022 17:23,IP Address,100,13,TRUE,9/2/2022 17:23,R_Y4vkcEIsMjABh29,,,,,anonymous,EN,Some of the time,Often,Often,"Yes, use the responses.",600be42e32909325b20ab5f0
9/2/2022 17:22,9/2/2022 17:23,IP Address,100,51,TRUE,9/2/2022 17:23,R_bkdCsl2Ucf3HXQ5,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",62f86986459eb8ab70339c2d
9/2/2022 17:23,9/2/2022 17:23,IP Address,100,28,TRUE,9/2/2022 17:23,R_SYTYlnhC1kKHrEt,,,,,anonymous,EN,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",612b86da38f96808af7bb1da
9/2/2022 17:23,9/2/2022 17:23,IP Address,100,25,TRUE,9/2/2022 17:23,R_w6LD1FjdA7Nfh8l,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5cc8039e3ef93000171c96b8
9/2/2022 17:23,9/2/2022 17:24,IP Address,100,45,TRUE,9/2/2022 17:24,R_2qrPkDxJ4DrD0bP,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",628e0063fa56e316da2a71cb
9/2/2022 17:23,9/2/2022 17:24,IP Address,100,30,TRUE,9/2/2022 17:24,R_1gOvY15U6aHG7ym,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",62f06c2a723912d6dd3f3f22
9/2/2022 17:23,9/2/2022 17:24,IP Address,100,27,TRUE,9/2/2022 17:24,R_wZ5mt0wmpRnj8Rj,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",61088f102428b60cde829d29
9/2/2022 17:22,9/2/2022 17:24,IP Address,100,143,TRUE,9/2/2022 17:24,R_24xdnbcUJYK6Z25,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",5aeeb4903c80f200013af2ed
9/2/2022 17:24,9/2/2022 17:24,IP Address,100,27,TRUE,9/2/2022 17:24,R_BRIRqiS3IQBTM0F,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5d4b033469a77b0018f65b19
9/2/2022 17:24,9/2/2022 17:25,IP Address,100,28,TRUE,9/2/2022 17:25,R_AjwcxOEMLI1LPMZ,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5f23ff398626c51fdd6c3fb5
9/2/2022 17:24,9/2/2022 17:25,IP Address,100,31,TRUE,9/2/2022 17:25,R_1CI5CGwpHSvRCuf,,,,,anonymous,EN,Some of the time,Often,Often,"Yes, use the responses.",5a9262251eda410001360b2c
9/2/2022 17:25,9/2/2022 17:25,IP Address,100,43,TRUE,9/2/2022 17:25,R_2yrsHllGTasO5ye,,,,,anonymous,EN,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",55a29659fdf99b5ff49937d3
9/2/2022 17:25,9/2/2022 17:26,IP Address,100,22,TRUE,9/2/2022 17:26,R_3hhf9rIoZL3zJG0,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f985a6faf071810974a32f8
9/2/2022 17:26,9/2/2022 17:27,IP Address,100,39,TRUE,9/2/2022 17:27,R_3qKYXmuq9xLTFeh,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6278038e3c9ead31c9a91a09
9/2/2022 17:26,9/2/2022 17:27,IP Address,100,37,TRUE,9/2/2022 17:27,R_2AMgUJd7ljhqpME,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",570d22b35e5156000efd8bd5
9/2/2022 17:27,9/2/2022 17:27,IP Address,100,37,TRUE,9/2/2022 17:27,R_1pzINvo9smyisiA,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5a8d1e105292b800012342c9
9/2/2022 17:28,9/2/2022 17:29,IP Address,100,22,TRUE,9/2/2022 17:29,R_3Di7yNDNLfOB5RD,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62964d27c2b2866faa677493
9/2/2022 17:28,9/2/2022 17:29,IP Address,100,60,TRUE,9/2/2022 17:29,R_3EoS8lxVXAB3K57,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",57d6dd8d6598aa000199188b
9/2/2022 17:28,9/2/2022 17:29,IP Address,100,59,TRUE,9/2/2022 17:29,R_3fiYIwNBRwZx5IB,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",580a494da38f4a00012ebfdc
9/2/2022 17:29,9/2/2022 17:29,IP Address,100,16,TRUE,9/2/2022 17:29,R_28Co4SdJQSxbUTO,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",60b7c559803665ec56ca8b2c
9/2/2022 17:29,9/2/2022 17:29,IP Address,100,15,TRUE,9/2/2022 17:29,R_2vcebxAW8UcgR9v,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",6163a4324980fcd5e2b0d4d1
9/2/2022 17:28,9/2/2022 17:29,IP Address,100,41,TRUE,9/2/2022 17:29,R_8vN2ndITtG6tRjr,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61451e21a303bee08cbb86ea
9/2/2022 17:29,9/2/2022 17:29,IP Address,100,22,TRUE,9/2/2022 17:29,R_2qgS5SDL1aihgsU,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",62f83cb59e7df1ff5d4c5a59
9/2/2022 17:29,9/2/2022 17:30,IP Address,100,26,TRUE,9/2/2022 17:30,R_WeC2IMfs7R12vg5,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",629e2781136f152f6592f171
9/2/2022 17:29,9/2/2022 17:30,IP Address,100,36,TRUE,9/2/2022 17:30,R_7VX8EpCHucuMFsR,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5f504fd2cc049d1cbf29c40d
9/2/2022 17:30,9/2/2022 17:30,IP Address,100,23,TRUE,9/2/2022 17:30,R_RUDg7NWLhvr5QlP,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",60fe3a34f7f4d5e48ad56af2
9/2/2022 17:30,9/2/2022 17:30,IP Address,100,24,TRUE,9/2/2022 17:30,R_2QsJaUKjTf6lDIK,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5febd397ad8fbad21bcd6182
9/2/2022 17:30,9/2/2022 17:30,IP Address,100,33,TRUE,9/2/2022 17:30,R_3MAt7wZ176JMLlW,,,,,anonymous,EN,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",60fdccc0d8f52dec7a93653b
9/2/2022 17:30,9/2/2022 17:31,IP Address,100,20,TRUE,9/2/2022 17:31,R_puFrBFiGx8XYa5j,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",5f55b2de5c3cb118507479f5
9/2/2022 17:30,9/2/2022 17:31,IP Address,100,45,TRUE,9/2/2022 17:31,R_2TEHfGbaOpjodHI,,,,,anonymous,EN,Some of the time,Some of the time,Often,"Yes, use the responses.",5f2b449a4aaecd58aefc2d1e
9/2/2022 17:32,9/2/2022 17:33,IP Address,100,25,TRUE,9/2/2022 17:33,R_1Cw1RpraT8EZGto,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5843e65e56019d0001f6a305
9/2/2022 17:32,9/2/2022 17:33,IP Address,100,27,TRUE,9/2/2022 17:33,R_33p9KVkPqZklJvi,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5e27868c5cbbcc0b3599574b
9/2/2022 17:33,9/2/2022 17:33,IP Address,100,25,TRUE,9/2/2022 17:33,R_1jAJARMrIa4F7ck,,,,,anonymous,EN,Some of the time,Often,Often,"Yes, use the responses.",62ce6179fe6f8ec7e399cea0
9/2/2022 17:33,9/2/2022 17:33,IP Address,100,47,TRUE,9/2/2022 17:33,R_1rrero51NNiUtkl,,,,,anonymous,EN,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",62c0e760fe5cc4964a774900
9/2/2022 17:32,9/2/2022 17:34,IP Address,100,89,TRUE,9/2/2022 17:34,R_UKKvcVpLjxupm3T,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",610cb2e82784ac6af6469fc5
9/2/2022 17:34,9/2/2022 17:34,IP Address,100,23,TRUE,9/2/2022 17:34,R_3oN3ySFacFkEJRV,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",55ae64defdf99b3f864653e7
9/2/2022 17:34,9/2/2022 17:34,IP Address,100,15,TRUE,9/2/2022 17:34,R_SVkUxYCuLG4zBWV,,,,,anonymous,EN,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",62e03441bfb0ad99b149ed99
9/2/2022 17:34,9/2/2022 17:34,IP Address,100,23,TRUE,9/2/2022 17:34,R_3fjjoKUIx2HsqkU,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62f20c2e4032c85e3fe9c2cc
9/2/2022 17:34,9/2/2022 17:34,IP Address,100,24,TRUE,9/2/2022 17:34,R_2fJAnx5O2yi1pRh,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",5c1655c7ad682500017070d2
9/2/2022 17:33,9/2/2022 17:34,IP Address,100,99,TRUE,9/2/2022 17:34,R_23fLXnjvPChi6Tw,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",62eaaf367291218325b31af7
9/2/2022 17:34,9/2/2022 17:35,IP Address,100,48,TRUE,9/2/2022 17:35,R_2Eh5VS8mYsurSX1,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",60455511710c89680924f7ac
9/2/2022 17:34,9/2/2022 17:35,IP Address,100,56,TRUE,9/2/2022 17:35,R_2dGwtLlQVIEGjnv,,,,,anonymous,EN,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",60ddff2cd6cb7a81cdfb6a00
9/2/2022 17:35,9/2/2022 17:35,IP Address,100,31,TRUE,9/2/2022 17:35,R_31gfq50eCA5dz6S,,,,,anonymous,EN,Some of the time,Often,Often,"Yes, use the responses.",61692abb0f3acf7a49d91533
9/2/2022 17:35,9/2/2022 17:35,IP Address,100,34,TRUE,9/2/2022 17:35,R_XR1DB6Zi1ElGFrj,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",612053690485b0b2420a03fd
9/2/2022 17:35,9/2/2022 17:36,IP Address,100,57,TRUE,9/2/2022 17:36,R_1rIBULvTAl4GdBs,,,,,anonymous,EN,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",5f26a528db44f93fe609e3ec
9/2/2022 17:36,9/2/2022 17:37,IP Address,100,36,TRUE,9/2/2022 17:37,R_2eVCPlGnqYmcYah,,,,,anonymous,EN,Often,Often,Often,"Yes, use the responses.",62e02b1ed5b0fbc1b1dc09e7
9/2/2022 17:37,9/2/2022 17:37,IP Address,100,23,TRUE,9/2/2022 17:37,R_2AKjxqryXjx63QG,,,,,anonymous,EN,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",61bb396b40db417c1a138e43
9/2/2022 17:37,9/2/2022 17:37,IP Address,100,34,TRUE,9/2/2022 17:37,R_2pMmGoWxcxGbMQT,,,,,anonymous,EN,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",62bdfe451d380bec13a4a864
9/2/2022 17:37,9/2/2022 17:37,IP Address,100,17,TRUE,9/2/2022 17:38,R_2Tv2dpvbGSSWWx5,,,,,anonymous,EN,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",6293f40cb830603d3dbe5d9a
