,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
10,2022-07-29 19:27:00,7/29/2022 19:32,IP Address,100,275,True,7/29/2022 19:32,R_31pfdcJOlZ8Sjyi,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1680x1050,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm2_generalinfo,62e455e0c0c64273340382fd,62e455e0c0c64273340382fd,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:32,7/29/2022 19:33,IP Address,100,61,True,7/29/2022 19:33,R_2pJe1Lq23QbCSQI,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,33,Male,True,Real,,,Real,,Details,Real,Click,,Scam,,,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Real,,,True,True,7/29/2022 19:36,7/29/2022 19:37,IP Address,100.0,56.0,True,7/29/2022 19:37,R_3njSNWGYCrG3nEZ,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,3,1.0,0.0,Keep,False,False,24,False
12,2022-07-29 19:27:00,7/29/2022 19:32,IP Address,100,312,True,7/29/2022 19:32,R_BM46eollfoDA73r,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,432x960,Some,Frustrated,Never,Government should do more to solve problems.,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Once a month,,arm3_tips,62e405958a2c7c7e7f98e8fd,62e405958a2c7c7e7f98e8fd,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:32,7/29/2022 19:33,IP Address,100,66,True,7/29/2022 19:33,R_30oUH77ClZvXRi9,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",29,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,True,True,7/29/2022 19:36,7/29/2022 19:38,IP Address,100.0,85.0,True,7/29/2022 19:38,R_BS1Zxh3Z8WtVGvf,,,,,anonymous,EN,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,3,3.0,0.0,Keep,False,False,24,False
17,2022-07-29 19:27:00,7/29/2022 19:35,IP Address,100,472,True,7/29/2022 19:35,R_ywKEH8f01sFqsY9,,,,,anonymous,EN,,Yes,,Chrome,101.0.4951.64,Macintosh,1440x900,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Disagree,Once a week,,arm3_tips,6100d9ea8460c062fb4d49a7,6100d9ea8460c062fb4d49a7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:35,7/29/2022 19:36,IP Address,100,55,True,7/29/2022 19:36,R_4VIEb5Bj5hcmQcp,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Hispanic",Bachelor degree,23,Female,True,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/29/2022 19:38,7/29/2022 19:39,IP Address,100.0,48.0,True,7/29/2022 19:39,R_2tbuZp359fUCgdG,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Often,Some of the time,"Yes, use the responses.",True,1,True,4,3,1.0,0.0,Keep,False,False,24,False
13,2022-07-29 19:28:00,7/29/2022 19:34,IP Address,100,318,True,7/29/2022 19:34,R_1SVdednpSoq4co1,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1280x800,None at all,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm4_interactive,6111bbce876b862d4be52cd3,6111bbce876b862d4be52cd3,3,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Real,,Details,Real,,Details,True,True,7/29/2022 19:37,7/29/2022 19:38,IP Address,100,61,True,7/29/2022 19:38,R_1BW99oYP0UJrJ0f,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,21,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Scam,,Details,Real,Click,,Scam,,Details,Real,,,Scam,,,Scam,,,True,True,7/29/2022 19:42,7/29/2022 19:43,IP Address,100.0,102.0,True,7/29/2022 19:43,R_2aazuAaSbw6Iz68,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,3,4.0,0.0,Keep,False,False,24,False
11,2022-07-29 19:29:00,7/29/2022 19:32,IP Address,100,177,True,7/29/2022 19:32,R_2s6zWsUtfRCE0AT,,,,,anonymous,EN,,Yes,,Safari,15.4,Macintosh,1440x900,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm1_control,60fdfebf34e9b78c0d472d1e,60fdfebf34e9b78c0d472d1e,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:32,7/29/2022 19:33,IP Address,100,54,True,7/29/2022 19:33,R_1156eEi2qh641ii,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Hispanic,Bachelor degree,25,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,,,,True,False,7/29/2022 19:35,7/29/2022 19:36,IP Address,100.0,57.0,True,7/29/2022 19:36,R_d0wgqD6PtsZdLgZ,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,2,1.0,0.0,Keep,False,False,24,False
14,2022-07-29 19:30:00,7/29/2022 19:34,IP Address,100,224,True,7/29/2022 19:34,R_2WAzfPTqG0yQQfk,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,360x760,None at all,Angry,Never,Government should do more to solve problems.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,arm2_generalinfo,6108b2c114be378b2d77c8e3,6108b2c114be378b2d77c8e3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:34,7/29/2022 19:35,IP Address,100,50,True,7/29/2022 19:35,R_1nYOxWUsYben45J,,,,,anonymous,EN,"Not employed, NOT looking for work","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Female,True,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/29/2022 19:36,7/29/2022 19:37,IP Address,100.0,59.0,True,7/29/2022 19:37,R_xFRCtv7BmuJKm2d,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",Yes,100,No,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,2,2,1.0,0.0,Keep,False,False,24,False
15,2022-07-29 19:31:00,7/29/2022 19:34,IP Address,100,224,True,7/29/2022 19:34,R_1MQYllEblVS5jgm,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 11,412x915,None at all,Frustrated,Never,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,A few times a week / Daily,,arm1_control,6150d3a3671577009b778d16,6150d3a3671577009b778d16,3,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:34,7/29/2022 19:36,IP Address,100,73,True,7/29/2022 19:36,R_2fEfDjtPTCgLhm7,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$0 - $19,999","White or Caucasian (Non-Hispanic),Native American, Native Hawaiian or Pacific Islander",Some college but no degree,21,Female,True,Real,Click,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,Click,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,7/29/2022 19:41,7/29/2022 19:43,IP Address,100.0,153.0,True,7/29/2022 19:43,R_1Ij7aCfbVSl9iJC,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,2,4,4.0,0.0,Keep,False,False,24,False
16,2022-07-29 19:32:00,7/29/2022 19:34,IP Address,100,130,True,7/29/2022 19:34,R_3iOOcYopMiv30Yw,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1280x720,Very little,Angry,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Slightly Disagree,Strongly Disagree,Once a month,,arm1_control,60fd0fb011bf6207be143e00,60fd0fb011bf6207be143e00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:34,7/29/2022 19:35,IP Address,100,41,True,7/29/2022 19:35,R_1mWae4KjnxYNQoy,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",21,Male,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/29/2022 19:39,7/29/2022 19:39,IP Address,100.0,40.0,True,7/29/2022 19:39,R_3RfKiEsWFDRR8dv,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Often,Often,"Yes, use the responses.",True,1,True,0,1,0.0,0.0,Keep,False,False,24,False
20,2022-07-29 19:35:00,7/29/2022 19:42,IP Address,100,439,True,7/29/2022 19:42,R_12Fu3fgMziLb3t1,,,,,anonymous,EN,,Yes,,Chrome,103.0.5060.134,Windows NT 10.0,1920x1080,Very little,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,arm4_interactive,62e1ce78f3baa9e8ae1acfdf,62e1ce78f3baa9e8ae1acfdf,3,0,Real,,Details,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Real,Click,,True,True,7/29/2022 19:48,7/29/2022 19:49,IP Address,100,34,True,7/29/2022 19:49,R_3OdKyNC3TDKcAUa,,,,,anonymous,EN,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,35,Male,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/29/2022 19:51,7/29/2022 19:52,IP Address,100.0,72.0,True,7/29/2022 19:52,R_1prjhZpCob53ZhM,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Often,Some of the time,Often,"Yes, use the responses.",True,1,True,4,0,2.0,0.0,Keep,False,False,24,False
23,2022-07-29 19:35:00,7/29/2022 19:43,IP Address,100,448,True,7/29/2022 19:43,R_3smEIUEGzy1UHhK,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1360x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm3_tips,5980128635fbf100017d0861,5980128635fbf100017d0861,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:43,7/29/2022 19:43,IP Address,100,50,True,7/29/2022 19:43,R_2fYYk3uJ0edjtp7,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",Hispanic,Graduate or professional degree,33,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Scam,,,Scam,,,Scam,,,True,True,7/29/2022 19:47,7/29/2022 19:49,IP Address,100.0,77.0,True,7/29/2022 19:49,R_3O0myAsPU78EZiR,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,4,2,2.0,0.0,Keep,False,False,24,False
18,2022-07-29 19:36:00,7/29/2022 19:39,IP Address,100,161,True,7/29/2022 19:39,R_3qlny2NJDWefG6Y,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,385x854,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Once a month,,arm2_generalinfo,5be8eb4d40b06b0001372c77,5be8eb4d40b06b0001372c77,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:39,7/29/2022 19:39,IP Address,100,53,True,7/29/2022 19:39,R_2tkU4uOJ6mks2fz,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,51,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,7/29/2022 19:42,7/29/2022 19:44,IP Address,100.0,122.0,True,7/29/2022 19:44,R_V2sTtRdOVU6UfTj,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,2,4.0,0.0,Keep,False,False,24,False
19,2022-07-29 19:36:00,7/29/2022 19:39,IP Address,100,182,True,7/29/2022 19:39,R_bBAI3hxJscEQuBP,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Once a week,,arm4_interactive,60fd78cb439f85c6a297f44e,60fd78cb439f85c6a297f44e,3,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,Details,Real,,Details,True,True,7/29/2022 19:42,7/29/2022 19:43,IP Address,100,35,True,7/29/2022 19:43,R_26euYanNjfo5wHd,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,25,Female,True,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,,True,True,7/29/2022 19:45,7/29/2022 19:46,IP Address,100.0,65.0,True,7/29/2022 19:46,R_1DnVCAZqii3vewu,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,1,1,2.0,0.0,Keep,False,False,24,False
21,2022-07-29 19:39:00,7/29/2022 19:42,IP Address,100,204,True,7/29/2022 19:42,R_2VI2ds6aAFXbG60,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,arm1_control,5c99d8bf53deaa0001cc14a5,5c99d8bf53deaa0001cc14a5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:42,7/29/2022 19:43,IP Address,100,63,True,7/29/2022 19:43,R_1cV6X81qV4f8XDH,,,,,anonymous,EN,"Not employed, looking for work","$40,000 - $59,999",Asian American or Asian,"High school degree or equivalent (e.g., GED)",25,Male,True,Real,Click,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Scam,,,Real,,,Scam,,,True,True,7/29/2022 19:47,7/29/2022 19:48,IP Address,100.0,83.0,True,7/29/2022 19:48,R_338gz1HW2p6K66t,,,,,anonymous,EN,"Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Often,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,2,3,3.0,0.0,Keep,False,False,24,False
22,2022-07-29 19:39:00,7/29/2022 19:42,IP Address,100,180,True,7/29/2022 19:42,R_1IgBAiNPGAJMQYj,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,None at all,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a month,,arm2_generalinfo,5e2631760e122288e0404af7,5e2631760e122288e0404af7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:42,7/29/2022 19:43,IP Address,100,34,True,7/29/2022 19:43,R_3sig52TDKfdCqyO,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,22,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,True,True,7/29/2022 19:45,7/29/2022 19:46,IP Address,100.0,49.0,True,7/29/2022 19:46,R_8uYguvU28l79YoV,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,1,0,1.0,0.0,Keep,False,False,24,False
25,2022-07-29 19:39:00,7/29/2022 19:44,IP Address,100,280,True,7/29/2022 19:44,R_3jdmqIzJV6ph3ku,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Strongly Disagree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,,arm2_generalinfo,62b10d376cda94ec0cd6c1e3,62b10d376cda94ec0cd6c1e3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:44,7/29/2022 19:45,IP Address,100,49,True,7/29/2022 19:45,R_3GpRYqy7zm4k4wq,,,,,anonymous,EN,"Not employed, NOT looking for work","$100,000 - $149,999",Asian American or Asian,Bachelor degree,27,Male,True,Real,Click,,Scam,Click,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/29/2022 19:51,7/29/2022 19:52,IP Address,100.0,71.0,True,7/29/2022 19:52,R_10YEnboPFUhkkoJ,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,3,2,2.0,0.0,Keep,False,False,24,False
26,2022-07-29 19:40:00,7/29/2022 19:44,IP Address,100,222,True,7/29/2022 19:44,R_3PCg7YfOcGvp5pF,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Android 12,412x915,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Neither Agree nor Disagree,Disagree,Disagree,Agree,Slightly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Once a month,,arm3_tips,5fcad4ecaacaf17c8640ebd9,5fcad4ecaacaf17c8640ebd9,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/29/2022 19:44,7/29/2022 19:45,IP Address,100,49,True,7/29/2022 19:45,R_2a8FE0x8WP8GkaD,,,,,anonymous,EN,"Disabled, not able to work","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Some high school,34,Female,True,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,7/29/2022 19:48,7/29/2022 19:49,IP Address,100.0,56.0,True,7/29/2022 19:49,R_2VEmneXYMbKbQfK,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Hardly ever,Hardly ever,Some of the time,"Yes, use the responses.",True,1,True,2,2,1.0,0.0,Keep,False,False,24,False
